,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
221,Comidark Films 2: The Pawn,2019,N/A,28 Aug 2020,60 min,"Comedy, Drama",Cem Yilmaz,Cem Yilmaz,"Cem Yilmaz, Cemre Ebuzziya, Ozan Güven, Zafer Algöz","Metin Arici who has been working as a staff for a ferry in Istanbul for a long time, also has been living in the same vehicle for 6 years. An interviewer visits them one day to evaluate how...",Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BNjA3ZGJhYTQtN2U1YS00NGJlLWE5YmEtNWFmMDZkMjhiM2UzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"10,640",tt8456098,movie,N/A,N/A,N/A,N/A,True
222,The Man with the Iron Heart,2017,R,07 Jun 2017,120 min,"Action, Biography, Thriller, War",Cédric Jimenez,"Laurent Binet (based on the novel by), David Farr (screenplay by), Audrey Diwan (screenplay by), Cédric Jimenez (screenplay by)","Jason Clarke, Rosamund Pike, Jack O'Connell, Jack Reynor","1942: The Third Reich is at its peak. The Czech resistance in London decides to plan the most ambitious military operation of WWII: Anthropoid. Two young recruits in their late twenties, Jozef Gabcik and Jan Kubis, are sent to Prague to assassinate the most ruthless Nazi leader - Reich-protector Reinhard Heydrich, Head of the SS, the Gestapo, and the architect of the ""Final Solution"".","English, German, Czech, Latin, French","France, Belgium, UK, USA, Germany, Hungary",3 nominations.,https://m.media-amazon.com/images/M/MV5BMWZkZjRkOTYtMmVhZC00NGFhLWE0ZmUtOGFhOTg4ZmRkNDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.4,"14,676",tt3296908,movie,N/A,N/A,"Red Crown Productions, Echo Lake Entertainment, Nexus Factory, Cutting Edge Entertainment",N/A,True
223,Extraordinary Measures,2010,PG,22 Jan 2010,106 min,Drama,Tom Vaughan,"Robert Nelson Jacobs, Geeta Anand (book)","Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger","A Portland couple have two children with Pompe disease, a genetic anomaly that kills most before a child's tenth birthday. The husband, John, an advertising executive, contacts Robert Stonehill, a researcher in Nebraska who has done innovative research for an enzyme treatment. He has little money to fund his laboratory, and a thorny personality that drives away colleagues and funders. John and his wife Aileen raise money to help Stonehill's research and the required clinical trials. John takes on the task full time, working with venture capitalists and then rival teams of researchers. Time is running short, Stonehill's angry outburst hinder the company's faith in him, and the profit motive may upend John's hopes. The researchers race against time for the children who have the disease.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTQ2Mjg5MDEyNV5BMl5BanBnXkFtZTcwMjkxMDAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"16,375",tt1244659,movie,19 Apr 2016,"$12,068,313","Double Feature Films, CBS Films",N/A,True
224,Bellflower,2011,R,21 Mar 2012,106 min,"Action, Drama, Romance",Evan Glodell,Evan Glodell,"Evan Glodell, Jessie Wiseman, Tyler Dawson, Rebekah Brandes","Bellflower follows two friends as they venture out into the world to begin their adult lives. Literally all their free time is spent building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"". While waiting for the world to end, their call to excitement comes unexpectedly when one of them meets a charismatic young woman and falls hard in love. Quickly integrated into a new group of friends, they set off on a journey of betrayal, love, hate, infidelity and extreme violence more devastating and fiery than any of their apocalyptic fantasies. Often life's simplest and most obvious truths are the hardest to see, but once you've burned everything to the ground it may be the only thing left standing.",English,USA,5 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4OTM5MDU1N15BMl5BanBnXkFtZTcwMDM3ODYyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.4,"7,634",tt1242599,movie,08 Mar 2017,"$168,226",Coatwolf Productions,N/A,True
225,The Group,1966,Approved,04 Mar 1966,150 min,Drama,Sidney Lumet,"Mary McCarthy (novel), Sidney Buchman (screenplay)","Candice Bergen, Joan Hackett, Elizabeth Hartman, Shirley Knight","In June 1933, eight young women, who are close friends and members of the upper-class group at South Tower College, to graduate and start their adult lives. The film documents the years between their graduation and the beginning of the Second World War in Europe, and shows, in a serialized style, their romances and marriages, their searches for careers or meaning in their lives, their highs and their lows.",English,USA,Nominated for 1 Golden Globe. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDhjZDEwNDMtOGFmZC00MDVjLTk0OTMtZmRkNzA1YzZhMWU0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.4,"1,537",tt0060479,movie,18 Apr 2017,N/A,Famartists Productions S.A.,N/A,True
226,Eva,1962,Not Rated,03 Oct 1962,107 min,"Drama, Romance",Joseph Losey,"James Hadley Chase (novel), Hugo Butler (adaptation), Evan Jones (adaptation)","Jeanne Moreau, Stanley Baker, Virna Lisi, James Villiers","From back-breaking labour in the coal mines, Tyvian Jones, a confident, masculine and crude man from Wales finds himself among the artistic and glamorous people at the Venice Film Festival. As the author of ""L'etranger en Enter"", his autobiography, Tyvian cashes out his very first novel's big success by selling the film rights and now, as a contestant, he awaits the festival's reaction on his movie. By his side stands Francesca, his lovely, deeply in love with him young fiancée who is also assistant to the film director. When Francesca reluctantly flies to Rome for a conference, Tyvian returns to his cottage in Torcello, only to find Eva, a mysterious, seductive blond woman with her escort occupying his place. All wet from the night's heavy downpour, Eva's feminine physique that pulsates with magnetism demands Tyvian's immediate attention, who like a moth to a flame, is irresistibly drawn closer to this dangerous siren. Until now, no woman had such an effect on Tyvian's arrogant ego who different from what he was accustomed to, he is now taunted, tempted, teased and finally, seduced beyond reason forsaking his vows to Francesca. Sooner or later, Tyvian will accept the fact that he stands powerless before this heartless modern Circe, but in the meantime, what will become of innocent Francesca who is trapped in the middle?","English, Italian","France, Italy",1 nomination.,https://m.media-amazon.com/images/M/MV5BMWVlMjVhOGEtNjk3Zi00OTgyLWE5M2ItNGZhOGNhNmNkNWM5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.4,"1,564",tt0059160,movie,02 Jul 2019,N/A,N/A,N/A,True
227,Le Week-end,2013,R,11 Oct 2013,93 min,"Comedy, Drama, Romance",Roger Michell,Hanif Kureishi,"Lindsay Duncan, Jim Broadbent, Igor Gotesman, Olivier Audibert","Meg, a teacher, and husband Nick, a philosophy lecturer who may just be about to get the push on the eve of retirement, spend a week-end in Paris to celebrate their thirtieth anniversary. He is staid, annoying his foul-mouthed wife who wants to turn the holiday into a series of exciting new experiences, booking into a hotel that stretches their budgets and running off from a restaurant without paying. She is also averse to his touching her and what was meant to be a belated second honeymoon is a depressing affair, full of arguments - including one about the son who has recently left home to live in squalor and whom Meg does not want to return. By chance they meet an old university friend of Nick, Morgan, an American high-flyer who invites them to a party where Meg can still turn men's heads and Nick has a conversation with Morgan's young son, leading him to believe that he is not as badly off as he had presumed. Ultimately there appears to be hope for the marriage.","English, French","UK, France",2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3NzAxNTExMF5BMl5BanBnXkFtZTgwMDM0NjYwMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.4,"7,829",tt2392326,movie,10 Aug 2016,"$2,225,098","Film4, Free Range Films",N/A,True
228,Girl Happy,1965,Not Rated,14 Apr 1965,96 min,"Comedy, Musical, Romance",Boris Sagal,"Harvey Bullock, R.S. Allen","Elvis Presley, Shelley Fabares, Harold J. Stone, Gary Crosby","Elvis Presley is in fine form as singer Rusty Wells, who is hired by Big Frank to watch over his daughter, Val, while on her first girly holiday. Much mayhem ensues when heart throb Romano tries his luck with the hapless girl, and Elvis et all have to intervene.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYjM2ZTQ1YWQtYjMzOC00ODM2LThkMjYtZWZlYzIwZDNmOTU3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.4,"2,153",tt0059224,movie,08 May 2015,"$7,085,000",Metro-Goldwyn-Mayer,N/A,True
229,Nativity!,2009,PG,27 Nov 2009,105 min,"Comedy, Family",Debbie Isitt,Debbie Isitt (screenplay),"Martin Freeman, Marc Wootton, Jason Watkins, Ashley Jensen","This Christmas, primary school teacher Paul Maddens is charged with producing the school's nativity play. Competing against the posh rival school for the honor of best reviewed show in town, the stakes are raised when Paul idly boasts that his ex-girlfriend Jennifer, a Hollywood Producer, is coming to see his show with a view to turning it into a film. The only trouble is - they haven't spoken in years. With eccentric assistant Mr Poppy fuelling his 'little white lie', Maddens suddenly finds himself a local celebrity and at the center of quarreling parents and over-excited children desperate in their bid for fame and fortune. Maddens' only hope is to get back in touch with Jennifer and lure Hollywood to town so that everybody's Christmas wishes come true.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNmFjNTIxNzMtYzRiMi00ZTY4LWI4ZTktZjM3ZDUwZDViNzZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}]",N/A,6.4,"8,677",tt1242447,movie,30 Nov 2016,N/A,"Mirrorball Films, BBC Films",N/A,True
230,The Nest,2020,R,18 Sep 2020,107 min,"Drama, Romance",Sean Durkin,Sean Durkin,"Jude Law, Carrie Coon, Oona Roche, Charlie Shotwell",Life for an entrepreneur and his American family begins to take a twisted turn after moving into an English country manor.,English,"UK, Canada",4 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMGRjYzI5ZGUtZGJjYy00ZTYyLWJlNzItNWM0MDc0ZDVmM2IwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.4,"7,493",tt8338762,movie,17 Nov 2020,"$137,886","FilmNation Entertainment, Element Pictures, Elevation Pictures, BBC Films",N/A,True
231,The Mummy Returns,2001,PG-13,04 May 2001,130 min,"Action, Adventure, Fantasy, Thriller",Stephen Sommers,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo","Many years ago, in Ancient Egypt, the Scorpion King led a menacing army, but when he sold his soul to Anubis, he was erased from history. Now he is only a myth...or is he? Rick and Evelyn O'Connell are still discovering new artifacts, along with their 8 year old son Alex. They discover the Bracelet of Anubis. But someone else is after the bracelet. High Priest Imhotep has been brought back from the dead once again and wants the bracelet, to control the Scorpion King's army. That's not the only problem. Imhotep now has Alex and with the bracelet attached to him, doesn't have long to live.","English, Arabic",USA,6 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"303,573",tt0209163,movie,18 Dec 2015,"$202,019,785","Alphaville Films, Imohotep Productions",N/A,True
232,What Becomes of the Broken Hearted?,1999,N/A,27 May 1999,108 min,"Crime, Drama, Thriller",Ian Mune,Alan Duff,"Temuera Morrison, Rena Owen, Clint Eruera, Nancy Brunning","This sequel to the New Zealand-set drama ""Once Were Warriors"" revisits alcoholic Maori man Jake Heke (Temuera Morrison) and his wife, Beth (Rena Owen), who have separated, largely due to his excessive drinking. When their older son, Nig (Julian Arahanga), is killed in a gang fight, his brother, Sonny (Clint Eruera), becomes determined to avenge his death. Attempting to change his life for the better, Jake tries to help Sonny avoid Nig's tragic fate.",English,New Zealand,9 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI5ODEzNzI0MV5BMl5BanBnXkFtZTcwOTEwNDMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.4,"3,241",tt0197094,movie,N/A,N/A,N/A,N/A,True
233,On the Milky Road,2016,N/A,25 Feb 2017,125 min,"Comedy, Drama, Fantasy, Romance, War",Emir Kusturica,Emir Kusturica (screenplay),"Emir Kusturica, Monica Bellucci, Sloboda Micalovic, Predrag 'Miki' Manojlovic","A story that stretches across war, blossoming love and living as a recluse.","Serbian, Italian","Serbia, UK, USA, Argentina",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA1MjI3MTI2NF5BMl5BanBnXkFtZTgwNjY0Njg5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.4,"4,117",tt2800340,movie,N/A,N/A,N/A,N/A,True
234,Darkman,1990,R,24 Aug 1990,96 min,"Action, Sci-Fi, Thriller",Sam Raimi,"Sam Raimi (story), Chuck Pfarrer (screenplay), Sam Raimi (screenplay), Ivan Raimi (screenplay), Daniel Goldin (screenplay), Joshua Goldin (screenplay)","Liam Neeson, Frances McDormand, Colin Friels, Larry Drake","Peyton Westlake is a scientist who has discovered a way to produce synthetic skin. This could revolutionise skin grafting, except for one minor glitch; the synthetic skin degrades after 100 minutes of exposure to light. When gangsters attack Peyton, he is horrifically burnt, and assumed dead. In his quest for revenge, Peyton, aka the Darkman, is able to take on the appearance of anyone (using the synthetic skin,) but he only has 100 minutes per disguise.",English,USA,3 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.4,"59,812",tt0099365,movie,01 Dec 2015,"$33,878,502","Universal Pictures, Renaissance Pictures",N/A,True
235,Play the Game,2009,PG-13,28 Aug 2009,105 min,"Comedy, Romance",Marc Fienberg,Marc Fienberg,"Paul Campbell, Andy Griffith, Doris Roberts, Marla Sokoloff","David sells cars at his father's dealership and, from time to time, visits his grandpa, Joe, at a retirement home. David's a great salesman and he's successful attracting women, one after another. Joe, meanwhile, misses his deceased wife and is done with life. David gives Joe advice on how to get women's attention at the care center, and Joe gives David advice on how to find a lifelong companion. Each dismisses the other's words, then tries them out - David with Julie, a women he met playing football, and Joe with Edna and with Rose. Failures follow success. Can either figure out how to enjoy life and be themselves?",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BNzQwMjc5NjExMF5BMl5BanBnXkFtZTcwODc4MTY3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,6.4,"2,619",tt1124388,movie,23 Mar 2017,"$659,483",Story Films,N/A,True
236,Looks That Kill,2020,Not Rated,19 Jun 2020,92 min,"Comedy, Drama, Romance",Kellen Moore,Kellen Moore,"Brandon Flynn, Tom Proctor, Annie Mumolo, Peter Scolari",The story of a teenage boy who deals with the ups and downs of being lethally attractive.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTZhMWYzMWQtNmJkYi00YjE5LWJmNGUtZjE4ODdjZjYzMDVjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"2,418",tt8179470,movie,N/A,N/A,N/A,N/A,True
237,Not Without My Daughter,1991,PG-13,11 Jan 1991,116 min,"Drama, Thriller",Brian Gilbert,"Betty Mahmoody (based on the book by), William Hoffer (based on the book by), David W. Rintels (screenplay by)","Sally Field, Alfred Molina, Sheila Rosenthal, Roshan Seth","""Moody"" is an Iranian doctor living in America with his American wife Betty and their child Mahtob. Wanting to see his homeland again, he convinces his wife to take a short holiday there with him and Mahtob. Betty is reluctant, as Iran is not a pleasant place, especially if you are American and female. Upon arrival in Iran, it appears that her worst fears are realized: Moody declares that they will be living there from now on. Betty is determined to escape from Iran, but taking her daughter with her presents a larger problem.","English, Persian, Assyrian Neo-Aramaic",USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzc4ZGIzZmItZjc2Ni00ZWQyLTg2ODAtYTJiNmJhMWJmMzI5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.4,"12,498",tt0102555,movie,13 Feb 2016,"$14,789,113",Pathé Entertainment,N/A,True
238,A Midsummer Night's Dream,1999,PG-13,14 May 1999,116 min,"Comedy, Fantasy, Romance",Michael Hoffman,"William Shakespeare (play), Michael Hoffman (screenplay)","Kevin Kline, Michelle Pfeiffer, Rupert Everett, Stanley Tucci","Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny.","English, Italian, Latin","UK, Italy, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"24,586",tt0140379,movie,N/A,"$16,071,990",N/A,N/A,True
239,The Rover,2014,R,20 Jun 2014,103 min,"Action, Crime, Drama, Sci-Fi",David Michôd,"David Michôd, David Michôd (based on a story by), Joel Edgerton (based on a story by)","Guy Pearce, Chan Kien, Tek Kong Lim, Tawanda Manyimo","Ten years after a global economic collapse, a cold-blooded drifter traverses the scorched Australian outback on a mission to track down the men who stole his last remaining possession - his car. When he crosses paths with a badly wounded member of the gang, he takes the vulnerable, naïve young man along as his unwitting accomplice.","English, Chinese","Australia, USA",3 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MTc1MzMxN15BMl5BanBnXkFtZTgwMzc4NDA4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"45,341",tt2345737,movie,23 May 2016,"$1,114,423","Porchlight Films, Lava Bear Films",N/A,True
240,The Keeping Hours,2017,PG-13,24 Jul 2018,91 min,"Drama, Fantasy, Horror, Mystery, Thriller",Karen Moncrieff,Rebecca Sonnenshine,"Lee Pace, Carrie Coon, Sander Thomas, Ray Baker","10 years after the death of their son, a divorced couple are suddenly reunited by supernatural events that offer them a chance at forgiveness.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZDRmYTNkODctZmFlOC00M2U4LTliNGEtYjZhYTE5NjJmM2JjXkEyXkFqcGdeQXVyMjA3MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.3,"3,356",tt5114154,movie,24 Jul 2018,N/A,Blumhouse Productions,N/A,True
241,Dirty Girl,2010,R,07 Jul 2011,90 min,"Comedy, Drama",Abe Sylvia,Abe Sylvia,"Jeremy Dozier, Juno Temple, Zach Lasry, Jonathan Slavin","A comedic story of the search for identity and the redemptive power of unexpected friendship. Danielle is the dirty girl of Norman High School. When Danielle's misbehavior gets her banished to special ed, she teams up with an innocent closet-case and together they head out on a road trip to discover each other and themselves through a funny and serendipitous friendship.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY4ODI3Mjk1Ml5BMl5BanBnXkFtZTcwMzUyNTI4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.4,"10,440",tt1107319,movie,23 Mar 2017,"$55,125",Weinstein Company,N/A,True
242,Secuestro,2016,N/A,19 Aug 2016,105 min,"Action, Adventure, Crime, Drama, Mystery, Thriller",Mar Targarona,Oriol Paulo,"Blanca Portillo, Antonio Dechent, Vicente Romero, Marc Domènech","Víctor is a child who is found casually roaming by a country road. His mother, Patricia, a well-known lawyer who specializes in media trials, soon learns of her son being found. Victor is taken to hospital and his mother soon follows, where it is explained by the mother that Víctor is deaf and mute, but can communicate using sign language which is why Victor didn't answer any of the questions asked by police. In the police headquarter Víctor explains that he was kidnapped by a strange man when he entered his school. The police identify a possible suspect named Charlie, a man with money troubles and an 8-month pregnant wife. Charlie is unable to explain where he was when Víctor was kidnapped. Patricia, seeing the inability of the police to arrest Charlie, contacts her former love interest and Victor's father, Raúl. Patricia solicits him to threaten Charlie in hopes of confessing. But when it's discovered that Víctor made a false identification, Patricia tries to stop Raúl, starting a chain of events, the consequences of which will be out of control.",Spanish,Spain,1 win.,https://m.media-amazon.com/images/M/MV5BODc0YzI1ZDAtYWEwNi00NmJiLTg1ZjktMmQyMzNmZTczMjRhXkEyXkFqcGdeQXVyMzA1MzY5NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"8,255",tt4621630,movie,N/A,N/A,Rodar y Rodar,N/A,True
243,Mr. Destiny,1990,PG-13,12 Oct 1990,110 min,"Comedy, Fantasy, Romance",James Orr,"James Orr, Jim Cruickshank","Jim Belushi, Linda Hamilton, Michael Caine, Jon Lovitz","Larry Burrows (James Belushi) is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man named Mike (Michael Caine), who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realizes that even this new life has its problems and drawbacks..",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjFiYzkwMDgtOWJjZC00ZDlmLTg5NWUtZTlhOTMwMzgwYTU2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.4,"11,669",tt0100201,movie,10 Aug 2016,"$15,379,253","Touchstone Pictures, Silver Screen Partners IV, Laurence Mark Productions",N/A,True
244,Sputnik,2020,Not Rated,24 Jul 2020,113 min,"Drama, Horror, Sci-Fi, Thriller",Egor Abramenko,"Oleg Malovichko, Andrey Zolotarev","Oksana Akinshina, Fedor Bondarchuk, Pyotr Fyodorov, Anton Vasilev",The lone survivor of an enigmatic spaceship incident hasn't returned back home alone-hiding inside his body is a dangerous creature.,"Russian, Latin",Russia,1 win & 14 nominations.,https://m.media-amazon.com/images/M/MV5BOTI4ZmE4MDUtMTFjOS00NWNkLThkMzgtOTdmYzY4ODhmYTI0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"17,936",tt11905962,movie,14 Aug 2020,"$18,853","Fond kino , Art Pictures Studio, Vodorod, Hype Film",N/A,True
245,Mrs. Parker and the Vicious Circle,1994,R,23 Nov 1994,125 min,"Biography, Drama",Alan Rudolph,"Alan Rudolph, Randy Sue Coburn","Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",English,"USA, Canada",Nominated for 1 Golden Globe. Another 2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNWUwMDdhZWMtOGZkYy00ZTg2LTgwNTktZDVhZDM1MmFhODI4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.4,"4,233",tt0110588,movie,10 Mar 2017,"$2,144,667","Miramax Films, Artificial Eye Film, Fine Line Features",N/A,True
246,Losing Isaiah,1995,R,17 Mar 1995,111 min,Drama,Stephen Gyllenhaal,"Seth Margolis (novel), Naomi Foner (screenplay)","Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.","An African-American baby, abandoned by his crack addicted mother is adopted by a white social worker and her husband. Several years later, the baby's mother finds out her son is not dead, as she thought before and goes to court to get him back.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWFiYzVkN2EtYjhkNi00ZjJiLWJlN2MtN2Y4ZWQ0MTgxZDI2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",N/A,6.4,"5,541",tt0113691,movie,01 Aug 2013,"$7,603,766",Paramount Pictures,N/A,True
