,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
54,In the Name Of,2013,Not Rated,20 Sep 2013,102 min,"Drama, Thriller",Malgorzata Szumowska,"Malgorzata Szumowska (screenplay), Michal Englert (screenplay), Szczepan Twardoch (literary collaborator)","Andrzej Chyra, Mateusz Kosciukiewicz, Maja Ostaszewska, Lukasz Simlat","Adam, a Catholic priest who discovered his calling as a servant of God at the relatively late age of 21, now lives in a village in rural Poland working with behavioral problem teens who fight and yell abuses. He declines the advances of a young brunette named Ewa, saying he is already spoken for; however, celibacy is not the only reason for his rejection. Adam knows he desires men and that his embrace of the priesthood has been a flight from his own sexuality. When he meets Lukasz, the strange and taciturn son of a simple rural family, Adam's self-imposed abstinence becomes a heavy burden.","Polish, English",Poland,7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjI5NDQxMjQ5Nl5BMl5BanBnXkFtZTgwNjU0MzAwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.6,"2,844",tt2650642,movie,27 Feb 2018,"$9,883",N/A,N/A,True
55,Manny & Lo,1996,R,26 Jul 1996,88 min,"Comedy, Drama",Lisa Krueger,Lisa Krueger,"Mary Kay Place, Scarlett Johansson, Aleksa Palladino, Dean Silvers","Two sisters, Amanda, 11, and Laurel, 16, run away from their different foster parents, sleeping in model homes, or wherever they can. But when Laurel becomes pregnant, they find they can't make it through this crisis on their own. With nowhere else to turn, they decide to kidnap Elaine, a clerk in a baby supply store. But Elaine seems to need Manny and Lo just as much as they need her.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BOWY4ZWFmOTEtMGY0Yi00MmUxLTkxNGUtOTNlYjM3OWJjNTIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.6,"1,884",tt0116985,movie,19 Mar 2021,"$502,313",N/A,N/A,True
56,Woman Walks Ahead,2017,R,29 Jun 2018,101 min,"Biography, Drama, History, Western",Susanna White,Steven Knight,"Jessica Chastain, Louisa Krause, Boots Southerland, Chaske Spencer","The story follows Catherine Weldon (Jessica Chastain), who moved from Brooklyn to the Standing Rock Reservation in Dakota Territory to help Sioux chieftain Sitting Bull keep the land for his people. Weldon wrote letters to the federal government on behalf of Sitting Bull and lived on the land for several years with her son.","English, Sioux",USA,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjE1M2NlODEtYzMzZi00ZWUzLWEwMGItMTYzOTYyODU2ZDlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"6,006",tt5436228,movie,26 Jun 2018,"$57,528","Lipsync Productions, Black Bicycle Entertainment, Potboiler Productions, The Bedford Falls Company",N/A,True
57,Insidious: Chapter 2,2013,PG-13,13 Sep 2013,106 min,"Horror, Mystery, Thriller",James Wan,"Leigh Whannell (based on characters created by), James Wan (story), Leigh Whannell (story), Leigh Whannell (screenplay)","Patrick Wilson, Rose Byrne, Barbara Hershey, Lin Shaye","Renai is interrogated by a police detective about the supernatural events in the house. While the police investigate the house, the Lambert family temporarily moves to the old house of Lorraine Lambert. Renai is haunted by a woman in white and Josh has a strange behavior at home. Meanwhile Lorraine seeks out Elise's partners Specs and Tucker expecting to find answers.",English,"USA, Canada",16 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.6,"157,856",tt2226417,movie,03 Jun 2015,"$83,586,447","Blumhouse, Oren Peli",N/A,True
58,My Little Pony: Equestria Girls - Friendship Games,2015,TV-Y,26 Sep 2015,72 min,"Animation, Family, Fantasy, Musical","Ishi Rudell, Jayson Thiessen",Josh Haber,"Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman","Every four years, Canterlot High has 'The Friendship Games' where they must rival with different schools with a series of different sporting events and every year, the cup has gone to Crystal Prep. So Fluttershy, Pinkie Pie, Rainbow Dash, Rarity, Applejack, and Sunset Shimmer must work together to win the cup. But they find out that the other Twilight Sparkle is on the opposing team.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDdkYmUyMzItODFjMy00NWQ4LThkOWQtNTllNDNjNmU4Yzc2XkEyXkFqcGdeQXVyMTEwOTMwMjk0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,602",tt4450396,movie,13 Oct 2015,N/A,DHX Media,N/A,True
59,CBGB,2013,R,11 Oct 2013,102 min,"Crime, Drama, Music, Romance",R. Martin Miller,"Jody Savin, R. Martin Miller","Alan Rickman, Malin Akerman, Justin Bartha, Richard de Klerk","CBGB follows the story of Hilly Kristal's New York club from its conceit as a venue for Country, Bluegrass and Blues (CBGB) to what it ultimately became: the birthplace of underground rock 'n roll and punk. When Kristal had difficulty booking country bands in his club on the Bowery he opened his doors to other kinds of rock music. Kristal had one demand of the acts he booked; they could only play original music. No top 40's, no covers. It was the credo he lived by, support the artist at whatever the cost. Hilly Kristal ironically became known as the godfather of punk giving a chance to such bands as Blondie, Television, Ramones, Talking Heads, Dead Boys and The Police.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg1NDcxODY0OV5BMl5BanBnXkFtZTgwOTgwMzQxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.6,"9,271",tt1786751,movie,25 Jan 2017,"$40,400","Unclaimed Freight, Rampart Films",N/A,True
60,Midnight Special,2016,PG-13,21 Apr 2016,112 min,"Drama, Mystery, Sci-Fi, Thriller",Jeff Nichols,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver","Alton Meyer is a boy unlike any other in the world with bizarrely powerful abilities and strange weaknesses. In the middle of the night, his father, Roy, spirits him away from the isolated cult that practically worships him and is determined to regain him at all costs. At the same time, Alton's abilities have been noticed by the US government as well and they are equally insistent on getting to the bottom of this mystery with Paul Sevier of the National Security Agency leading the Federal pursuit with his own questions. These rival hunts force father and son into a desperate run towards a looming date with destiny that could change everything.",English,"USA, Greece",3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNDcyNzkyOV5BMl5BanBnXkFtZTgwNzI1NzkyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"76,908",tt2649554,movie,07 Jun 2016,"$3,712,282",Tri-State Pictures,N/A,True
61,My Big Fat Greek Wedding,2002,PG,02 Aug 2002,95 min,"Comedy, Drama, Romance",Joel Zwick,Nia Vardalos,"Nia Vardalos, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira","Toula Portokalos is 30, Greek, and works in her family's restaurant, Dancing Zorba's, in Chicago. All her father Gus wants is for her to get married to a nice Greek boy. But Toula is looking for more in life. Her mother convinces Gus to let her take some computer classes at college (making him think it's his idea). With those classes under her belt, she then takes over her aunt's travel agency (again making her father think it's his idea). She meets Ian Miller, a high school English teacher, WASP, and dreamboat she had made a fool of herself over at the restaurant; they date secretly for a while before her family finds out. Her father is livid over her dating a non-Greek. He has to learn to accept Ian; Ian has to learn to accept Toula's huge family, and Toula has to learn to accept herself.","English, Greek","Canada, USA",Nominated for 1 Oscar. Another 20 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BNzcwOWU4NGEtYjUyMy00MDNlLThiN2MtYzFlMjk4Y2FhNjlmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"120,891",tt0259446,movie,10 Aug 2016,"$241,438,208","MPH, Playtone Productions, Home Box Office (HBO), Gold Circle Films",N/A,True
62,Yes,2004,R,05 Aug 2005,100 min,"Drama, Romance",Sally Potter,Sally Potter,"Shirley Henderson, Joan Allen, Sam Neill, Simon Abkarian","In this film, told almost entirely in iambic pentameter, She is a scientist in a loveless marriage to Anthony, a devious politician. He is a Lebanese doctor in self-imposed exile, working as a chef in a London restaurant. They meet at a banquet and fall into a carefree, passionate relationship. But the contempt He perceives as a Muslim immigrant to the UK causes him to break up with She, offering little in the way of explanation, and return to his homeland. She drags his reasons out of him little by little and tries to sympathize. Keenly feeling the loss of his love, She flies to Havana to sort things out on the beach and in the cabarets. She sends him a ticket, but harbors no illusions that He will join her in this Carribean melting pot...",English,"UK, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxNzAyMTg4NV5BMl5BanBnXkFtZTcwNjUwMTkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"3,042",tt0381717,movie,08 Nov 2005,"$396,760","Adventure Pictures, The Film Council, GreeneStreet/SKE Films",N/A,True
63,Recess: School's Out,2001,G,16 Feb 2001,82 min,"Animation, Comedy, Family",Chuck Sheetz,"Paul Germain (television series Recess), Joe Ansolabehere (television series Recess), Paul Germain (story), Joe Ansolabehere (story), Jonathan Greenberg (story), Jonathan Greenberg (screenplay)","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Andrew Lawrence","It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends (the other 5 protagonist children) are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end, TJ and the gang, with the help from the other students, Principal Prickly, Ms. Finster and the other teachers, destroy the laser, Benedict and his henchmen are arrested, and the kids (TJ's buddies) decide to spend their Summer with TJ.",English,"USA, Japan",N/A,https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.6,"9,624",tt0265632,movie,24 Mar 2016,"$36,706,141",Walt Disney Television Animation,N/A,True
64,Inferno,1980,R,02 Apr 1980,106 min,Horror,Dario Argento,Dario Argento (story and screenplay),"Leigh McCloskey, Irene Miracle, Eleonora Giorgi, Daria Nicolodi","Young poetess Rose Elliot buys a book from a local antique dealer, a diary in Latin of an architect, E. Varelli. She learns of the Three Mothers, and believes her apartment building is one of their houses. She pleads her brother Mark, who is studying musicology in Rome, to come, because she is afraid. Mark's friend Sara reads her letter, which he left behind in class, and discovers the school is run by the Mater Lacrimarum, and is murdered for this knowledge. The house of Mater Suspiriorum has already been destroyed, and by the time Mark arrives in New York City, he is investigating his sister's murder.","English, Italian","Italy, USA",N/A,https://m.media-amazon.com/images/M/MV5BMmRiYjg5YTEtOTdlMi00MDM5LTk4OTEtNWU3MWNhNzI0NWY4XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.6,"19,225",tt0080923,movie,10 Aug 2016,N/A,20th Century Fox,N/A,True
65,Blaze,2018,R,17 Aug 2018,129 min,"Biography, Drama, Music",Ethan Hawke,"Ethan Hawke, Sybil Rosen, Sybil Rosen (based on the memoir ""Living in the Woods in a Tree: Remembering Blaze Foley"" by)","Ben Dickey, Alia Shawkat, Josh Hamilton, Charlie Sexton","A reimagining of the life and times of Blaze Foley, the unsung songwriting legend of the Texas Outlaw Music movement.",English,USA,4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ1MzU2NDU3Nl5BMl5BanBnXkFtZTgwMDQ2MTkwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"2,864",tt6443294,movie,23 Jan 2019,"$704,955","Ansgar Media, Village Studios, Cinetic Media",N/A,True
66,Baazaar,2018,Not Rated,26 Oct 2018,137 min,"Crime, Drama, Thriller",Gauravv K. Chawla,"Aseem Arrora (dialogue), Aseem Arrora (screenwriter), Parveez Sheikh (screenwriter), Parveez Sheikh (story)","Radhika Apte, Saif Ali Khan, Chitrangda Singh, Denzil Smith","After moving to Mumbai, an ambitious young man becomes the stock trader for a notorious businessman.",Hindi,India,2 nominations.,https://m.media-amazon.com/images/M/MV5BNWFkYmY4YjQtYjhmOC00YTkzLTgzZTQtYjUzZDM1MGRmMmRhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",N/A,6.6,"4,744",tt6514196,movie,13 Jan 2019,N/A,N/A,N/A,True
67,Bad Taste,1987,Not Rated,21 Jun 1989,91 min,"Comedy, Horror, Sci-Fi",Peter Jackson,"Peter Jackson, Tony Hiles (additional material), Ken Hammon (additional material)","Terry Potter, Pete O'Herne, Craig Smith, Mike Minett","Derek and his friends must investigate the missing people in a small village. Then they find out its human formed aliens that are really big headed monsters that used all the people in the small village into their snack burgers. Now, Derek must save the day and the world with his chainsaw before the meat eaters strikes the whole planet. Will Derek kill all the aliens?","English, Maori",New Zealand,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNmU5YzQyODEtZjY4MC00ZDA2LTk1YTItZmNiN2MyMWU3MGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.6,"44,432",tt0092610,movie,23 Mar 2017,N/A,"WingNut Films, New Zealand Film Commission",N/A,True
68,Montenegro,1981,R,09 Oct 1981,96 min,"Drama, Comedy",Dusan Makavejev,"Donald Arthur, Dusan Makavejev, Branko Vucicevic","Susan Anspach, Erland Josephson, Marianne Jacobi, Jamie Marsh","Marilyn Jordan, an American, lives in Stockholm with her Swedish husband and family. Her behavior is bizarre, perhaps mad: she poisons the dog's milk and advises the dog not to drink it; she sets the sheets afire as her husband sleeps; she crawls under the dining table to sing. While detained at airport customs for carrying pruning shears, she meets a young Yugoslav woman and goes with her to a Gypsy enclave where she's fought over, takes a lover, helps with the sordid entertainment at a bar, and returns home more dangerous than before. The film also tells parallel stories of Marilyn's daughter becoming a junior homemaker as the young immigrant practices her striptease.","English, Swedish","Sweden, UK",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWM5NDhiOGQtNjQyNy00MzM2LWFhMTAtNTUyZGJhZWVhZTNhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.6,"1,889",tt0082770,movie,N/A,N/A,"Europa Film, Viking Film",N/A,True
69,Idiocracy,2006,R,25 Jan 2007,84 min,"Adventure, Comedy, Sci-Fi, Thriller",Mike Judge,"Mike Judge (story), Mike Judge (screenplay), Etan Cohen (screenplay)","Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews","Officer Collins has been spearheading one of the US Army's most secretive experiments to date: the Human Hibernation Project. If successful, the project would store its subjects indefinitely until they are needed most. Their first test subject - Joe Bauers - was not chosen for his superiority. Instead, he's chosen because he's the most average guy in the armed services. But scandal erupts after the experiment takes place, the base is closed, and the president disavows any knowledge of the project. Unfortunately Joe doesn't wake up in a year, he wakes up in 500 years! But during that time human evolution has taken a dramatic down turn. After waking up, Joe takes a prison-assigned IQ test and finds that he's the smartest guy alive! Awaiting a full presidential pardon if he can solve one of the country's biggest problems - the dwindling plant population, Joe races against time to solve this problem. But in doing so he alienates half the country in the process! Can he make things right and escape a rather bizarre execution?",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"148,370",tt0387808,movie,19 Nov 2015,"$444,093",Twentieth Century Fox,N/A,True
70,Against All Flags,1952,Approved,10 Feb 1953,84 min,"Action, Adventure, Drama, Romance",George Sherman,"Æneas MacKenzie (screenplay), Joseph Hoffman (screenplay), Æneas MacKenzie (story)","Errol Flynn, Maureen O'Hara, Anthony Quinn, Alice Kelley","In 1700, the pirates of Madagascar menace the India trade; British officer Brian Hawke has himself cashiered, flogged, and set adrift to infiltrate the pirate ""republic."" There, Hawke meets lovely Spitfire Stevens, a pirate captain in her own right, and the sparks begin to fly; but wooing a pirate poses unique problems. Especially after he rescues adoring young Princess Patma from a captured ship. Meanwhile, Hawke's secret mission proceeds to an action-packed climax.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmI2NmVkZGEtZDAwMC00MTk2LTkwNjQtNWQ3NjQ0YTRkMGM0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",N/A,6.6,"2,419",tt0044333,movie,18 Jun 2018,"$1,600,000",Universal International Pictures,N/A,True
71,White Hunter Black Heart,1990,PG,14 Sep 1990,112 min,"Adventure, Drama",Clint Eastwood,"Peter Viertel (novel), Peter Viertel (screenplay), James Bridges (screenplay), Burt Kennedy (screenplay)","Clint Eastwood, Jeff Fahey, Charlotte Cornwell, Norman Lumsden","The world famous movie director John Wilson has gone to Africa to make his next movie. He is an obstinate, contrary director who'd rather hunt elephants than takes care of his crew or movie. He has become obsessed with one particular elephant and cares for nothing else.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzNiYjliMTQtNDFlMi00NzhjLThhYWYtZDgzOWJiYjdiZDk5XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"11,333",tt0100928,movie,01 Jan 2009,"$2,319,124","Warner Brothers, Rastar Pictures, Malpaso Company",N/A,True
72,A Lot Like Love,2005,PG-13,22 Apr 2005,107 min,"Comedy, Drama, Romance",Nigel Cole,Colin Patrick Lynch,"Amanda Peet, Ashton Kutcher, Taryn Manning, Aimee Garcia","On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?","English, American Sign Language",USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"67,694",tt0391304,movie,10 Aug 2016,"$21,845,719","Touchstone Pictures, Mile High Productions LLC, Beacon Pictures",N/A,True
73,"Beware, My Lovely",1952,Approved,29 Aug 1952,77 min,"Crime, Drama, Film-Noir",Harry Horner,"Mel Dinelli (screenplay), Mel Dinelli (story ""The Man""), Mel Dinelli (play)","Ida Lupino, Robert Ryan, Taylor Holmes, Barbara Whiting","Helen Gordon hires Howard Wilton as a handyman to do chores around her house. She doesn't know what she's let herself in for. Insecure and paranoid, Wilton thinks everyone, including Helen, is against him. He suffers from memory lapses and extreme mood swings. She's soon a prisoner in her own house after Wilton locks the doors and tears out the telephone. His mood swings from violence to complacency but after Helen gets a message to the police via a telephone repairman, she finds he is still in the house.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWQ0YjU3M2YtOGE5NS00OTA4LWJjYjEtYjYwZWY5OWEwMmU3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",N/A,6.7,"1,666",tt0044417,movie,10 Mar 2017,N/A,The Filmakers Group,N/A,True
74,Suicide Room,2011,Not Rated,04 Mar 2011,110 min,"Drama, Thriller",Jan Komasa,Jan Komasa,"Jakub Gierszal, Roma Gasiorowska, Agata Kulesza, Krzysztof Pieczynski","Dominik is an above-average high school boy. He's got loads of friends, the hottest girl in school, rich parents and money to spend on brand-name clothes, but one innocent orgasm with a mate changes everything. Humiliated, he begins to isolate himself from the outside world. Spending all his time on his computer, he meets an anonymous girl who introduces him to the ""suicide room"", a place from which there is no escape. Caught in a trap woven of his own emotions, Dominik becomes entangled in a web of intrigue and gradually loses what he cherishes most.","Polish, English",Poland,21 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3OTk0ODcyOV5BMl5BanBnXkFtZTcwMDA2MzY5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",N/A,6.6,"9,882",tt1808454,movie,19 Mar 2013,N/A,N/A,N/A,True
75,"Hello, My Name Is Doris",2015,R,01 Apr 2016,90 min,"Comedy, Drama, Romance",Michael Showalter,"Laura Terruso (screenplay), Michael Showalter (screenplay), Laura Terruso (short film ""Doris & the Intern"")","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,English,USA,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.6,"19,098",tt3766394,movie,31 Dec 2016,"$14,444,999","Red Crown Productions, Haven Entertainment",N/A,True
76,Ripley's Game,2002,R,07 Feb 2003,110 min,"Crime, Drama, Mystery, Thriller",Liliana Cavani,"Charles McKeown, Liliana Cavani, Patricia Highsmith (novel)","Ray Winstone, John Malkovich, Uwe Mansshardt, Hanns Zischler","Tom Ripley - cool, urbane, wealthy, and murderous - lives in a villa in the Veneto with Luisa, his harpsichord-playing girlfriend. A former business associate from Berlin's underworld pays a call asking Ripley's help in killing a rival. Ripley - ever a student of human nature - initiates a game to turn a mild and innocent local picture framer into a hit man. The artisan, Jonathan Trevanny, who's dying of cancer, has a wife, young son, and little to leave them. If Ripley draws Jonathan into the game, can Ripley maintain control? Does it stop at one killing? What if Ripley develops a conscience? Luisa prepares for her concert.","English, German, Italian","UK, Italy, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5MjMyODQzNzNeQTJeQWpwZ15BbWU2MDkwMzg0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,6.6,"17,469",tt0265651,movie,01 Jul 2011,N/A,"Cattleya, Mr. Mudd",N/A,True
77,A Civil Action,1998,PG-13,08 Jan 1999,115 min,Drama,Steven Zaillian,"Jonathan Harr (book), Steven Zaillian (screenplay)","John Travolta, Robert Duvall, Tony Shalhoub, William H. Macy","Jan Schlichtmann, a tenacious lawyer, is addressed by a group of families. When investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. A leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. Schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. But the lawyers of the leather company's mother company are not easy to get to, and soon Schlichtmann and his friends find themselves in a battle of mere survival.",English,USA,Nominated for 2 Oscars. Another 5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZmEzNjhiZWEtNTM5OS00ZmQyLThhYjEtNjY4ZDZhOGFkMzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.6,"27,694",tt0120633,movie,18 Feb 2016,"$56,709,981","Touchstone Pictures, Wildwood Enterprises, Paramount Pictures",N/A,True
78,A Map of the World,1999,R,21 Jan 2000,125 min,Drama,Scott Elliott,"Jane Hamilton (novel), Peter Hedges (screenplay), Polly Platt (screenplay)","Sigourney Weaver, Dara Perlmutter, David Strathairn, Kayla Perlmutter","School nurse Alice Goodwin lives with her husband and two daughters on a dairy farm in a small Wisconsin community. After an accident on her property involving a friend's child, the town turns against her and Alice finds herself fighting charges of child abuse.",English,"USA, Germany",Nominated for 1 Golden Globe. Another 3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMzg1Y2FkZjUtNWUyZC00MjVjLThjNjItOTE1NWExOWJmNjU1XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.6,"4,092",tt0160513,movie,06 Dec 2018,"$544,965","First Look International, Overseas Film Group",N/A,True
