,title,quote
1737,fear and loathing in las vegas,I've never missed a plane yet.
1738,fear and loathing in las vegas,Step right up and shoot the pasties off the nipples of a ten foot bull dyke! Win a cotton candy goat!
1739,fear and loathing in las vegas,"With a bit of luck, his life was ruined forever. Always thinking that just behind some narrow door in all of his favorite bars, men in red woolen shirts are getting incredible kicks from things he'll never know."
1740,fear and loathing in las vegas,"What kind of rat bastard psychotic would play that song right now, at this moment?"
1741,fear and loathing in las vegas,Is this not a reasonable place to park?
1742,fear and loathing in las vegas,Finish the fucking story man! What happened? What about the glands?
1743,fear and loathing in las vegas,Bazooko's Circus is what the whole hep world would be doing Saturday nights if the Nazis had won the war. This was the Sixth Reich.
1744,fear and loathing in las vegas,"Jesus, bad waves of paranoia, madness, fear and loathing - intolerable vibrations in this place. Get out. The weasels were closing in. I could smell the ugly brutes."
1745,fear and loathing in las vegas,You drive. You drive. I think there's something wrong with me.
1746,fear and loathing in las vegas,Total control now. Tooling along the main drag on a Saturday night in Vegas. Two good old boys in a fire-apple red convertible. Stoned. Ripped. Twisted. Good people.
1747,fear and loathing in las vegas,"One of the things you learn from years of dealing with drug people, is that you can turn your back on a person, but never turn your back on a drug. Especially when it's waving a razor-sharp hunting knife in your eye."
1748,fear and loathing in las vegas,"My attorney had never been able to accept the notion, often espoused by former drug abusers, that you can get a lot higher without drugs than with them, and neither have I for that matter."
1749,fear and loathing in las vegas,"You people voted for Hubert Humphrey, and you killed Jesus."
1750,fear and loathing in las vegas,We cant stop here this is bat country.
1751,fear and loathing in las vegas,"Those of us that had been up all night were in no mood for coffee and donuts, we wanted strong drink. We were, after all, the absolute cream of the national sporting press."
1752,fear and loathing in las vegas,Our vibrations were getting nasty. But why? Was there no communication in this car? Had we deteriorated to the level of dumb beasts?
1753,fear and loathing in las vegas,"Strange memories on this nervous night in Las Vegas. Has it been five years? Six? It seems like a lifetime, the kind of peak that never comes again. San Francisco in the middle sixties was a very special time and place to be a part of. But no explanation, no mix of words or music or memories can touch that sense of knowing that you were there and alive in that corner of time in the world. Whatever it meant."
1754,ferris bueller's day off,"Ferris Bueller, you're my hero."
1755,ferris bueller's day off,"Cameron has never been in love - at least, nobody's ever been in love with him. If things don't change for him, he's gonna marry the first girl he lays, and she's gonna treat him like shit, because she will have given him what he has built up in his mind as the end-all, be-all of human existence. She won't respect him, 'cause you can't respect somebody who kisses your ass. It just doesn't work."
1756,ferris bueller's day off,"Pardon my French, but you're an asshole! Asshole!"
1757,ferris bueller's day off,"You have reached the Coughlin Brothers Mortuary. We're deeply sorry we are not able to come to the phone right now, but if you leave your name and number, we will get back to you as soon as humanly possible."
1758,ferris bueller's day off,"Hey, Cameron. You realize if we played by the rules right now we'd be in gym?"
1759,ferris bueller's day off,Gummi bear? It's been in my pocket; they're real warm and soft.
1760,ferris bueller's day off,"Oh, he's very popular Ed. The sportos, the motorheads, geeks, sluts, bloods, wastoids, dweebies, dickheads - they all adore him. They think he's a righteous dude."
1761,ferris bueller's day off,"Excuse me: if whoever was in this house is still in the house, I'd like you to know that I've just called the police. I'd also like to add that I've got my father's gun and a *scorching* case of herpes."
1762,ferris bueller's day off,"Not that I condone fascism, or any -ism for that matter. -Ism's in my opinion are not good. A person should not believe in an -ism, he should believe in himself. I quote John Lennon, ""I don't believe in Beatles, I just believe in me."" Good point there. After all, he was the walrus. I could be the walrus. I'd still have to bum rides off people."
1763,ferris bueller's day off,"If anyone needs a day off, it's Cameron. He has a lot of things to sort out before he graduates. Can't be wound up this tight and go to college, his roommate will kill him."
1764,ferris bueller's day off,Peterson home on line one. And watch your mouth this time.
1765,fight club,It must've been Tuesday. He was wearing his cornflower-blue tie.
1766,fight club,"With insomnia, nothing's real. Everything's far away. Everything's a copy of a copy of a copy."
1767,fight club,You wanna see pain? Swing by First Methodist Tuesday nights. See the guys with testicular cancer. That's pain.
1768,fight club,You're not getting this back. I consider it asshole tax.
1769,fight club,We're a generation of men raised by women. I'm wondering if another woman is really the answer we need.
1770,fight club,I've got a stomachful of Xanax. I took what was left of a bottle. It might have been too much.
1771,fight club,"Tell him. Tell him, The liberator who destroyed my property has realigned my perceptions."
1772,fight club,You can swallow a pint of blood before you get sick.
1773,fight club,His name is Robert Paulson.
1774,fight club,"It's just, when you buy furniture, you tell yourself, that's it. That's the last sofa I'm gonna need. Whatever else happens, I've got that sofa problem handled."
1775,fight club,"In the world I see - you are stalking elk through the damp canyon forests around the ruins of Rockefeller Center. You'll wear leather clothes that will last you the rest of your life. You'll climb the wrist-thick kudzu vines that wrap the Sears Tower. And when you look down, you'll see tiny figures pounding corn, laying strips of venison on the empty car pool lane of some abandoned superhighway."
1776,fight club,Deja vu - all over again.
1777,fight club,"Go ahead, Cornelius, you can cry."
1778,fight club,"Every evening I died, and every evening I was born again, resurrected."
1779,fight club,"I had it all. Even the glass dishes with tiny bubbles and imperfections, proof they were crafted by the honest, simple, hard-working indigenous peoples of... wherever."
1780,fight club,"When you have insomnia, you're never really asleep... and you're never really awake."
1781,fight club,This is a chemical burn. It will hurt more than you've ever been burned before. You will have a scar.
1782,fight club,"And then, something happened. I let go. Lost in oblivion. Dark and silent and complete. I found freedom. Losing all hope was freedom."
1783,fight club,"On a long enough timeline, the survival rate for everyone drops to zero."
1784,fight club,"Welcome to Fight Club. The first rule of Fight Club is: you do not talk about Fight Club. The second rule of Fight Club is: you DO NOT talk about Fight Club! Third rule of Fight Club: someone yells ""stop!"", goes limp, taps out, the fight is over. Fourth rule: only two guys to a fight. Fifth rule: one fight at a time, fellas. Sixth rule: No shirts, no shoes. Seventh rule: fights will go on as long as they have to. And the eighth and final rule: if this is your first time at Fight Club, you have to fight."
1785,fight club,This isn't a real suicide-thing. This is probably one of those cry-for-help things.
1786,fight club,Life insurance pays off triple if you die on a business trip.
1787,fight club,"You had to give it to him: he had a plan. And it started to make sense, in a Tyler sort of way. No fear. No distractions. The ability to let that which does not matter truly slide."
1788,fight club,"Reject the basic assumptions of civilization, especially the importance of material possessions."
1789,fight club,"You said that if anyone ever interferes with Project Mayhem, even you, we gotta get his balls."
1790,fight club,"It's called a changeover. The movie goes on, and nobody in the audience has any idea."
1791,fight club,"In death, a member of project mayhem has a name, his name is robert paulsen."
1792,fight club,Candy-stripe a cancer ward. It's not my problem.
1793,fight club,Strangers with this kind of honesty make me go a big rubbery one.
1794,fight club,Tyler sold his soap to department stores at $20 a bar. Lord knows what they charged. It was beautiful. We were selling rich women their own fat asses back to them.
1795,fight club,"We have front row seats for this theatre of mass destruction. The demolitions committee of Project Mayhem wrapped the foundation columns of a dozen buildings with blasting gelatin. In two minutes primary charges will blow base charges and a few square blocks will be reduced to smoldering rubble. I know this, because Tyler knows this."
1796,fight club,You have a kind of sick desperation in your laugh.
1797,fight club,"You don't know where I've been. You don't know where I've been. Just let us have the basement, Lou!"
1798,fight club,"Like so many others, I had become a slave to the Ikea nesting instinct."
1799,fight club,I am Jack's complete lack of surprise.
1800,fight club,I've been going to Debtor's Anonymous. You want to see some really fucked-up people...
1801,fight club,"If I didn't say anything, people always assumed the worst."
1802,fight club,"Except for their humping, Tyler and Marla were never in the same room. My parents pulled this exact same act for years."
1803,fight club,"When deep space exploration ramps up, it'll be the corporations that name everything, the IBM Stellar Sphere, the Microsoft Galaxy, Planet Starbucks."
1804,fight club,I want you to hit me as hard as you can.
1805,fight club,You met me at a very strange time in my life.
1806,fight club,I am Jack's raging bile duct.
1807,fight club,Fuck you! Fuck Fight Club! Fuck Marla! I am sick of all your shit!
1808,fight club,I am Jack's cold sweat.
1809,fight club,"If you wake up at a different time in a different place, could you wake up as a different person?"
1810,fight club,"Something on your mind, dear?"
1811,fight club,"Without pain, without sacrifice, we would have nothing. Like the first monkey shot into space."
1812,fight club,"It's cheaper than a movie, and there's free coffee."
1813,fight club,I flipped through catalogs and wondered: What kind of dining set defines me as a person?
1814,fight club,"After fighting, everything else in your life got the volume turned down."
1815,fight club,"When the fight was over, nothing was solved, but nothing mattered. We all felt saved."
1816,fight club,"I got in everyone's hostile little face. Yes, these are bruises from fighting. Yes, I'm comfortable with that. I am enlightened."
1817,fight club,He was full of pep. Must've had his grande-latte enema.
1818,fight club,I am Jack's smirking revenge.
1819,fight club,"Fight Club was the beginning, now it's moved out of the basement, it's called Project Mayhem."
1820,fight club,The things you own end up owning you.
1821,fight club,"God Damn! We just had a near-life experience, fellas."
1822,fight club,"A guy who came to Fight Club for the first time, his ass was a wad of cookie dough. After a few weeks, he was carved out of wood."
1823,fight club,We have just lost cabin pressure.
1824,fight club,"Now, a question of etiquette - as I pass, do I give you the ass or the crotch?"
1825,fight club,I wasn't really dying. I wasn't host to cancer or parasites. I was the warm little center that the life of this world crowded around.
1826,fight club,You're the worst thing that's ever happened to me.
1827,fight club,"Don't worry. It's all taken care of, sir."
1828,final destination,"You tried to capitalize but I caught you, you fuck! Yeah, I can beat you. Not forever, but I've got this cabin rigged to beat you now!"
1829,final destination,"In death there are no accidents, no coincidences, no mishaps, and no escapes."
1830,final destination,"There they go, here we stay."
1831,final destination,You got this? No one gets back on board. That's my call!
1832,final destination,"I won't let it happen, okay?"
1833,final destination,And I fucking hated French class!
1834,final destination,I got this feeling... a weird feeling.
1835,final destination,"You already did that by walking off the plane. Now you gotta out when and how it'll come back at you. Play your hunch, Alex. If you think you can get away from it. But beware the risk of cheating the plan, disrespecting the design... could initiate a horrifying fury that would terrorize even the Grim Reaper - and you don't even want to fuck with that MacDaddy."
1836,final destination,"Because of you, I'm still alive.  Thank you."
1837,final destination,You have a responsibility to tell me!
1838,final destination,I knew I shoulda hit on Tammy in the pool that time.
1839,final destination,It depends on which one of us is next.
1840,final destination,Please tell me I'm gonna get to see the Jets win the Super Bowl!
1841,final destination 2,I know what I have to do to save us. I have to die.
1842,final destination 2,"If it is my time to go and be in heaven with my family, I can accept that."
1843,final destination 2,"Hello, Clear. I've been expecting you."
1844,final destination 2,"Yeah, like, what if we're all getting that ""Diff'rent Strokes"" curse or something?"
1845,final destination 2,There's gonna be a huge accident. Everybody's gonna die!
1846,final destination 2,We're *all* going to die.
1847,final destination 2,"Dead, yet still fresh."
1848,final destination 2,Which means death could be coming for us?
1849,final destination 2,"Ever hear of the ozone layer, asshole?"
1850,finding nemo,To the top of Mount Wanna-hock-a-loogie.
1851,finding nemo,I'm having fish tonight.
1852,finding nemo,"Fish aren't meant to be in a box, kid. It does things to them."
1853,finding nemo,"...and the sea cucumber turns to the mollusk and says, ""With fronds like these, who needs anemones?"""
1854,finding nemo,"Kid, if there's anything you need, just ask your auntie Deb. That's me. Or if I'm not around, you can talk to my sister, Flo.  Hi, how are ya? Don't listen to anything my sister says, she's nuts!"
1855,finding nemo,"Something's wrong with you, really."
1856,finding nemo,"Oh, the human mouth is a disgusting place."
1857,finding nemo,"Dolphins, yeah! They think they're so cute. ""Oh, look at me, I'm a flippy little dolphin, let me flip for you. Ain't I something?"""
1858,finding nemo,The dropoff? They're going to the dropoff? What - what are you insane? Why not just fry them up now and serve them with chips?
1859,finding nemo,"Hi there. From my neck of the woods, eh? Sorry if I took a snap at you at one time. Fish gotta swim, birds gotta eat."
1860,finding nemo,"I'm dead. I'm dead, I'm dead, I'm dead, I'm dead, I died, I'm dead."
1861,finding nemo,Hey. You guys made me ink.
1862,finding nemo,"Hey, look. ""Esc-a-pay"". I wonder what that means? That's funny, it's spelled just like the word ""escape."""
1863,finding nemo,"Oh. Intro- Jellyman, offspring. Offspring, Jellyman."
1864,finding nemo,"I am a nice shark, not a mindless eating machine. If I am to change this image, I must first change myself. Fish are friends, not food."
1865,finding nemo,"You think you can do these things, but you just can't, Nemo."
1866,finding nemo,All drains lead to the ocean.
1867,finding nemo,"If this is some kind of practical joke, it's not funny, and I know funny. I'm a clownfish."
1868,finding nemo,"Oh, it's awesome, Jellyman. The little dudes are just eggs, we leave 'em on a beach to hatch, and then, coo-coo-cachoo, they find their way back to the big ol' blue."
1869,finding nemo,"Uh, Dad, you can let go now."
1870,finding nemo,Of course he wants us to move over there. That's EATING US.
1871,finding nemo,I didn't come this far to be breakfast.
1872,finding nemo,I have to get out of here! I have to find my son! I have to tell him how old sea turtles are!
1873,finding nemo,"He really doesn't mean it, you know! He never even knew his father!"
1874,finding nemo,That's the shortest red light I've ever seen!
1875,finding nemo,"See this tentacle? It's actually shorter than all my other tentacles, but you can't really tell, especially when I twirl them like this."
1876,fletch,"Thank god, the... police."
1877,fletch,Can I borrow your towel? My car just hit a water buffalo.
1878,fletch,"Look, defenseless babies!"
1879,forrest gump,You guys get that pig unfucked and get it on the tree line!
1880,forrest gump,"Coons? Well raccoons tried to get in our back porch, Momma just chase 'em off with a broom!"
1881,forrest gump,I'm sorry I had to fight in the middle of your Black Panther party.
1882,forrest gump,She got the cancer and died on a Tuesday. I bought her a new hat with little flowers on it. And that's all I have to say about that.
1883,forrest gump,"When I was in China on the All-American Ping Pong team, I just loved playing ping-pong with my Flexolite ping pong paddle."
1884,forrest gump,"Sometimes, I guess there just aren't enough rocks."
1885,forrest gump,"He should not be hitting you, Jenny."
1886,forrest gump,You know it's funny what a young man recollects? 'Cause I don't remember bein' born. I don't recall what I got for my first Christmas and I don't know when I went on my first outdoor picnic. But I do remember the first time I heard the sweetest voice in the wide world.
1887,forrest gump,You can sit here if ya want.
1888,forrest gump,"And cause I was a gazillionaire, and I liked doin it so much, I cut that grass for free."
1889,forrest gump,"Hello. My name's Forrest, Forrest Gump. You want a chocolate?"
1890,forrest gump,"Listen, you promise me something, OK? Just if you're ever in trouble, don't be brave. You just run, OK? Just run away."
1891,forrest gump,"Mama always said, dying was a part of life. I sure wish it wasn't."
1892,forrest gump,"Lieutenant Dan, I got you some ice cream.  Lieutenant Dan, ice cream."
1893,forrest gump,I never thanked you for saving my life.
1894,forrest gump,"Yeah, sir, you might want to send a maintenance man over to that office across the way. The lights are off, and they must be looking for a fuse box, 'cause them flashlights, they keep me awake."
1895,forrest gump,"I'm sorry I ruined your New Year's Eve party, Lieutenant Dan. She tasted like cigarettes."
1896,forrest gump,That boy sure is a runnin' fool!
1897,forrest gump,Mama says they was magic shoes. They could take me anywhere.
1898,forrest gump,Mama always had a way of explaining things so I could understand them.
1899,forrest gump,That's all I have to say about that.
1900,forrest gump,Her dream had come true. She was a folk singer.
1901,forrest gump,"That kid may be the stupidest son of a bitch I've ever seen, but he sure is fast!"
1902,forrest gump,"Gump, how can you watch that stupid shit? Turn it off."
1903,four rooms,We did it right there in the big cauldron.
1904,four rooms,Problem? I haven't got a problem. I've got fucking problems. Plural.
1905,four rooms,"Well, most recently, there's room 309, there's this scary Mexican gangster dude poking his finger in my chest. There's his hooligan kids snapping their fingers at me. There's a putrid, rotting corpse of a dead whore stuck in the springs of the bed. There's rooms blazing afire. There's a big fat needle from God knows where, stuck in my leg, infecting me with God knows what. And finally there's me, walking out the door, right fucking now. Buenas noches."
1906,four rooms,How can I stop talking about something that's so HUGE?
1907,four rooms,"Unfortunately, you don't have the balls to back up the actions of your huge cock."
1908,four rooms,"Goddess Diana, fail you I will. / I was to bring you fresh sperm from my Bill. / I had him erect and his semen would follow. / Alas, I was hot. So hot that I swallowed."
1909,four rooms,"There's no needles here kid, just a big fucking gun!"
1910,four rooms,"I'm gonna tell ya what the fuck I'm talking about! I drive a motherfucking Honda that my sister sold me, ya hear what I'm saying? A little white motherfucking Honda Civic!"
1911,four rooms,"I'm coming up and if there isn't a dead body by the time I get there, I'll make one myself. You!"
1912,four rooms,"Your dad says he doesn't trust babysitters. Well, can't say I blame him. I had a babysitter myself once..."
1913,four rooms,"Everybody starts out as strangers, Ted. It's where we end up that counts."
1914,fracture,Even a broken clock is right twice a day.
1915,fracture,"You know what nobody understands about certain kinds of low pay public service work, every now and then you get put a fucking stake in a bad guys heart. I'm not supposed to talk about that when I visit third grade classes for career day and it doesn't get you very far in the country club locker room, but its hard to beat when you actually get to do it."
1916,fracture,Is it safe to say that the person who inflicted this wound intended to kill?
1917,fracture,"I appreciate your concern for the dignity of the court 007, Unfortunately, the man is a tax-paying citizen and entitled by our constitution to try and manipulate the legal system like everybody else."
1918,frankenstein,"I do know that for the sympathy of one living being, I would make peace with all. I have love in me the likes of which you can scarcely imagine and rage the likes of which you would not believe. If I cannot satisfy the one, I will indulge the other."
1919,frankenstein,Don't bother to scream.
1920,frankenstein,I'd keep my promises if I were you.
1921,frequency,"I'm still here, Chief."
1922,frequency,"Shoulda, woulda, coulda, pal."
1923,frequency,"Ya'know the past is a funny thing, we all got skeletons in closet and ya never when one is gonna pop up and bite ya in the a..."
1924,friday the 13th,What hath God wrought?
1925,friday the 13th,"Well, hi. What are you doing out in this mess?"
1926,friday the 13th part iii,Is that all you're gonna do this weekend? Smoke dope?
1927,friday the 13th part iii,"Would you be yourself, if you looked like this?"
1928,friday the 13th part iii,"Hey, the van's on fire!"
1929,friday the 13th part viii jason takes manhattan,Night time is the right time.
1930,friday the 13th part viii jason takes manhattan,"Just use the combos, and keep the feet light..."
1931,friday the 13th part viii jason takes manhattan,"You're dead meat, slimeball!  Hey, it's cool, man! It's cool!"
1932,friday the 13th part viii jason takes manhattan,Walking corpses are not real.
1933,friday the 13th part viii jason takes manhattan,Facing your fear doesn't always conquer it.
1934,friday the 13th part viii jason takes manhattan,"Go ahead... take your best shot, motherfucker!"
1935,from dusk till dawn,"OK, ramblers. Let's get rambling."
1936,from dusk till dawn,I swear to God in Jesus Christ's name.
1937,from dusk till dawn,"Every person who... chooses the service of God as his life's work has something in common. I don't care if you're a preacher, a priest, a nun, a rabbi or a Buddhist monk. Many, many times during your life you will look at your reflection in a mirror and ask yourself: am I a fool? I'm not going through a lapse; what I've experienced is closer to awakening."
1938,from dusk till dawn,"Attention pussy shoppers! Take advantage of our penny pussy sale! If you buy one piece of pussy at the regular price, you get another piece of pussy of equal or lesser value for only a penny! Try and beat pussy for a penny! If you can find cheaper pussy anywhere else, fuck it!"
1939,from dusk till dawn,"Well, your best better get a hell of a lot fucking better, or you are gonna feel a hell of a lot fucking worse."
1940,from dusk till dawn,Here is the peace in death I could not give you in life.
1941,from dusk till dawn,"All right, pussy, pussy, pussy! Come on in pussy lovers! Here at the Titty Twister we're slashing pussy in half! Give us an offer on our vast selection of pussy, this is a pussy blow out! All right, we got white pussy, black pussy, Spanish pussy, yellow pussy, we got hot pussy, cold pussy, we got wet pussy, we got  smelly pussy, we got hairy pussy, bloody pussy, we got snappin' pussy, we got silk pussy, velvet pussy, Naugahyde pussy, we even got horse pussy, dog pussy, chicken pussy! Come on, you want pussy, come on in, pussy lovers! If we don't got it, you don't want it! Come on in, pussy lovers!"
1942,from dusk till dawn,"You touch my brother with that stake, biker, and vampires won't have to suck your blood. They'll be able to lick it up off the floor."
1943,from dusk till dawn,"Yo monkeyman!  Anything you got to say to them, say to me first."
1944,from dusk till dawn,"Okay hard drinkers, let's drink hard. I'm buyin'."
1945,from dusk till dawn,"I may be a bastard, but I'm not a fucking bastard."
1946,from dusk till dawn,"Fight now, cry later."
1947,from dusk till dawn,"""Low profile."" Do you know what the words ""low profile"" mean?"
1948,from dusk till dawn,"All right, vampire killers... let's kill some fucking vampires."
1949,from dusk till dawn,You know what they say about me? I suck!
1950,frozen,"You're gonna be okay, baby. You're gonna be okay."
1951,funny people,"You're my best friend, and I don't even like you."
1952,galaxy quest,Whoever wrote this episode should DIE.
1953,galaxy quest,"Oh, of course! IT'S ALL ABOUT YOU, ISN'T IT?"
1954,galaxy quest,I avoided capture by using your Mak'tar stealth haze.
1955,galaxy quest,How adorable. The actors are going to play war with me.
1956,galaxy quest,You broke the ship. You broke the bloody ship.
1957,galaxy quest,It's the simple things in life you treasure.
1958,galaxy quest,"You know, with all that makeup and stuff, I actually thought you were SMART for a second."
1959,galaxy quest,This is great. Usually it's just cardboard walls in a garage.
1960,galaxy quest,It's like throwing gasoline on a flame.
1961,galaxy quest,"By Grabthar's hammer, by the sons of Worvan, you shall be avenged."
1962,galaxy quest,I remember that sound. That's a bad sound.
1963,galaxy quest,Never give up. Never surrender.
1964,galaxy quest,That was a hell of a thing.
1965,galaxy quest,"Sorry, I was - door was a little sticky. Did you see that? I'll get one of my boys up here with a can of WD-40."
1966,galaxy quest,I see you've managed to get your shirt off.
1967,galaxy quest,Let's get out of here before one of those things kills Guy.
1968,galaxy quest,Could you possibly try NOT to hit EVERY SINGLE ONE?
1969,galaxy quest,"Where's the happy ending, Jason? ""Never give up, never surrender""?"
1970,galaxy quest,"I'm not even supposed to be here. I'm just ""Crewman Number Six."" I'm expendable. I'm the guy in the episode who dies to prove how serious the situation is. I've gotta get outta here."
1971,galaxy quest,"As long as there is injustice, whenever a Targathian baby cries out, wherever a distress signal sounds among the stars, we'll be there. This fine ship, this fine crew. Never give up... and never surrender."
1972,galaxy quest,"Hey guys, I just wanted you to know that, the reactors won't take it; the ship is breaking apart and all that... Just FYI."
1973,galaxy quest,"Wow, the floors are so clean."
1974,galaxy quest,By Grapthar's hammer... what a savings.
1975,galaxy quest,"I mean, this is unreal. They're gonna start eating each other out there."
1976,galaxy quest,"There is no ""quantum flux"". There's no ""auxiliary"". THERE'S NO GODDAMNED SHIP. You got it?"
1977,galaxy quest,"Need I remind you that this man is wearing a costume, not a uniform. He's no more qualified to lead us than ... this fellow... No offense..."
1978,game 6,"The Red Soxs are always winning, until they lose."
1979,game 6,"You know what Mother said to me? That Daddy's demons are so intense, he doesn't even know when he's lying."
1980,game 6,Steven not only wears disguises. He goes to the theater armed.
1981,game 6,"I just can't take it any more. He forgets simple lines, he forgets where to stand, and we tell him and we tell him and we tell him. I know he's a sweet man; I love Peter; I know it's not his fault. But I have never worked on a show where the leading man has a parasite in his brain."
1982,game 6,I coulda been happy. I coulda been a Yankees fan.
1983,gamer,You know your head ain't on straight?
1984,gamer,"What's the matter with you, Kable? Kill something!"
1985,gandhi,He will be saying prayers in the garden. Just follow the others.
1986,gandhi,"Whenever I despair, I remember that the way of truth and love has always won. There may be tyrants and murderers, and for a time, they may seem invincible, but in the end, they always fail. Think of it: always."
1987,gandhi,"There are no goodbyes for us. Wherever you are, you will always be in my heart."
1988,gandhi,"Whatever moral ascendancy the West once held was lost here today. India is free, for she has taken all that steel and cruelty can give and she has neither cringed nor retreated."
1989,gandhi,An eye for an eye only ends up making the whole world blind.
1990,gandhi,You're the only man I know who makes his own clothes.
1991,gandhi,"We think it is time that you recognized that you are masters in someone else's home. Despite the best intentions of the best of you, you must, in the nature of things, humiliate us to control us. General Dyer is but an extreme example of the principle... it is time you left."
1992,gandhi,Mr. Gandhi will find that it takes a great deal more than a pinch of salt to bring down the British Empire.
1993,gandhi,"If you are a minority of one, the truth is the truth."
1994,gangs of new york,"No son, never. The blood stays on the blade. One day you'll understand."
1995,gangs of new york,Ears and noses will be the trophies of the day. But no hand shall touch him.
1996,gangs of new york,"The appearance of law must be upheld, especially when it's being broken."
1997,gangs of new york,I come for my due and proper.
1998,gangs of new york,Prepare to meet the true lord.
1999,gattaca,"""Unacceptable risk of heart failure."" I think that's what the manual says. The only trip I'll take in space is around the sun on this satellite right here."
2000,gattaca,They used to say that a child conceived in love has a greater chance of happiness. They don't say that anymore.
2001,gattaca,Is the only way you can succeed is to see me fail?
2002,gattaca,"I'm sorry, the wind caught it..."
2003,gattaca,"You want to know how I did it? This is how I did it, Anton: I never saved anything for the swim back."
2004,gattaca,I got the better end of the deal. I only lent you my body - you lent me your dream.
2005,get carter,"Jack, don't you think you ought to get dressed first."
2006,get carter,"I've come for you, Margaret."
2007,get carter,Do you want to be dead Albert?
2008,get carter,"Frank wasn't like that. I'm the villain in the family, remember?"
2009,get carter,Who do you think you're fuckin' with?
2010,get carter,"You're a big man, but you're out of shape. For me it's a full time job."
2011,get carter,Take your clothes off.
2012,get carter,You couldn't run an egg and spoon race Eric.
2013,get low,"They keep talking about forgiveness. ""Ask Jesus for forgiveness."" I never did nothing to him."
2014,get low,"If you don't listen, you can't hear nothing."
2015,get low,"I've talked to God a lot about you over the years. He said He broke the mold when He made you. Says you're sure entertaining to watch, but way too much trouble."
2016,get low,"For every one like me, there's one like you, son. I about forgot that."
2017,get shorty,Don't you puke on my shoes Harry.
2018,get shorty,"Rough business, this movie business. I'm gonna have to go back to loan-sharking just to take a rest."
2019,get shorty,"You think we watch any of your movies, Harry? I've seen better film on teeth."
2020,get shorty,"I want us to be friends, Faye. And we all know that friends don't hit each other... unless they have to."
2021,get shorty,"I'm really glad you rejected me ten years ago when I auditioned for the part of Eddie Solomon, the pedophile clown in ""Birthday Boy"". If I'd have gotten that part, I might have been typecast."
2022,get shorty,"Well, aren't you gonna offer me whatever it is you taste like?"
2023,get shorty,"Harry's dreaming of a forty million dollar production he'll never get off the ground, with a star he'll never sign with or without my help."
2024,get shorty,They say the fucking smog is the fucking reason you have such beautiful fucking sunsets.
2025,get shorty,"Chili's a gangster, ran a club I used to play at for another gangster back in Miami."
2026,get shorty,"The guy's been in town two days, and already he thinks he's David O. Fucking Selznick."
2027,get shorty,I got an idea for a movie.
2028,get shorty,"Where's Chili Palmer, where's Leo DeVoe... *where's* my fuckin' money?"
2029,get shorty,I'm the guy who's telling you the way it is.
2030,get shorty,"Hi, Karen, it's Doris. Listen doll, you might want to come by and visit Harry. He's in the Emergency Room."
2031,get shorty,"I once asked this literary agent, uh, what kind of writing paid the best... he said, ""Ransom notes."""
2032,get shorty,What is the point of living in L.A. if you're not in the movie business?
2033,get shorty,"Now, be looking. The man over to your right in the blue wool shirt?  The other way. Derecho! That's a federal officer, most likely DEA. He moves his leg, you look for the bulge. You savvy bulge?  Good, that's his backup piece.  Hey! Try and do it without looking at him, if you can."
2034,get shorty,"Look, I didn't come down to sunny Florida to freeze my ass. You follow me? You get the coat back or you give me the three seventy-nine dollars my ex-wife paid for it at Alexander's."
2035,get shorty,Have you spoken to Mr. Palmer since your husband blew up?
2036,get shorty,Somebody call 9-fucking-1-1-1! Somebody call 9-fucking-1-1-1! Somebody call 9-fucking-1-1-1!
2037,get shorty,"Well do you see a black leather jacket, fingertip length like the one Pacino wore in ""Serpico""? 'Cause if you don't you owe me three hundred and seventy nine dollars."
2038,get shorty,"A blockbuster but quality. No mutants or maniacs. This is gonna be my ""Driving Miss Daisy""."
2039,get shorty,Chili Palmer. It's chilly outside and it's Chili inside. It's a regular fuckin' chili-fest!
2040,ghost,Why don't you go haunt a house? Rattle some chains or something.
2041,ghost,Ahh what I wouldn't give for a drag! Just one drag!
2042,ghost,"I'm sorry, but, could I get another one? I... uh... signed the wrong name."
2043,ghost,"Shot, huh? That'll do it every time."
2044,ghost rider,"You don't know me, but I love him."
2045,ghost world,"Oh, we totally have to."
2046,ghost world,"Gimme all your money, bitch!"
2047,ghost world,"Hey, look. There's the pants."
2048,ghost world,"Well, I have to admit that things are really starting to look up for me since my life turned to shit."
2049,ghost world,"That piece is entitled ""Mirror, Father, Mirror"". I like to show it to people that I'm meeting for the first time because I think it says so much about who I am and what it feels like to inhabit my specific skin."
2050,ghost world,"God, I'm so sick of Seymour."
2051,ghost world,"What are we, in slow motion here? C'mon, what are you, hypnotized? Have some more kids, why don't you."
2052,ghost world,"Well, as long as she's not a complete imbecile and she's even remotely attractive."
2053,ghostbusters ii,"Wow, that is one ugly dude."
2054,ghostbusters ii,Sir? The Titanic has just arrived.
2055,ghostbusters ii,Being miserable and treating other people like dirt is every New Yorker's God-given right.
2056,ghostbusters ii,"On a mountain of skulls, in the castle of pain, I sat on a throne of blood! What was will be! What is will be no more! Now is the season of evil!"
2057,ghostbusters ii,"Viggy, Viggy, Viggy, you have been a bad monkey!"
