,title,quote,ID,Year,Genre
1237,dances with wolves,My name is Dances with Wolves. I have nothing to say to you. You are not worth talking to.,tt0099348,1990,"Adventure,Drama,Western"
1238,dances with wolves,Some of the boys are saying that if we ain't gonna fight we could just settle the whole business with a little high stakes poker. Wouldn't that be a sight... a bunch of fellas sitting in the middle of this field drawing cards...,tt0099348,1990,"Adventure,Drama,Western"
1239,dances with wolves,There ain't nothing here lieutenant.,tt0099348,1990,"Adventure,Drama,Western"
1240,dances with wolves,Sir knight? I've just pissed in my pants... and nobody can do anything about it.,tt0099348,1990,"Adventure,Drama,Western"
1241,dances with wolves,"The strangeness of this life cannot be measured: in trying to produce my own death, I was elevated to the status of a living hero.",tt0099348,1990,"Adventure,Drama,Western"
1242,dances with wolves,I was just thinking that of all the trails in this life there is one that matters most. It is the trail of a true human being. I think you are on this trail and it is good to see.,tt0099348,1990,"Adventure,Drama,Western"
1243,dances with wolves,"Turned injun, didn't yeh.",tt0099348,1990,"Adventure,Drama,Western"
1244,dances with wolves,"It was hard to know how to feel. I had never been in a battle like this one. This had not been a fight for territory or riches or to make men free. This battle had no ego. It had been fought to preserve the food stores that would see us through winter, to protect the lives of women and children and loved ones only a few feet away. I felt a pride I had never felt before.",tt0099348,1990,"Adventure,Drama,Western"
1245,dark star,"Bomb, this is Lt. Doolittle. You are *not* to detonate in the bomb bay. I repeat, you are NOT to detonate in the bomb bay!",tt0069945,1974,"Comedy,Sci-Fi"
1246,dark star,"You know, I wish I had my board with me... even if I could just wax it once in a while.",tt0069945,1974,"Comedy,Sci-Fi"
1247,dark star,"Don't give me any of that intelligent life crap, just give me something I can blow up",tt0069945,1974,"Comedy,Sci-Fi"
1248,darkman,You truly are one ugly son of a bitch!,tt0099365,1990,"Action,Sci-Fi,Thriller"
1249,darkman,He's a cockroach; first you think you kill him and he pops right back up again!,tt0099365,1990,"Action,Sci-Fi,Thriller"
1250,darkman,"The name isn't Buddy, it's Durant. Robert G. Durant.",tt0099365,1990,"Action,Sci-Fi,Thriller"
1251,dave,What you don't want to eat is donuts. No donuts.,tt0106673,1993,"Comedy,Romance"
1252,dave,"Look, I'll make this easy for you. I barely see him anymore. I barely know him anymore. I'd just kind of like to know where he is.",tt0106673,1993,"Comedy,Romance"
1253,dave,"Who was she, Bill? Another ""patriotic"" secretary?",tt0106673,1993,"Comedy,Romance"
1254,dave,Why couldn't you die from a stroke like everyone else?,tt0106673,1993,"Comedy,Romance"
1255,dave,"There's no mistake, Bill. When you veto someone's funding that is not a mistake. When you hurt someone intentionally that is not a mistake.",tt0106673,1993,"Comedy,Romance"
1256,days of heaven,"Your sister keep you warm at night, does she?",tt0077405,1978,"Drama,Romance"
1257,dead poets society,"Welton Academy, hello. Yes he is, just a moment. Mr. Nolan, it's for you. It's God. He says we should have girls at Welton.",tt0097165,1989,"Comedy,Drama"
1258,dead poets society,"This is a battle, a war, and the casualties could be your hearts and souls.",tt0097165,1989,"Comedy,Drama"
1259,dead poets society,I'm exercising the right not to walk.,tt0097165,1989,"Comedy,Drama"
1260,dead poets society,"It's not the Bible, you're not gonna go to Hell for this.",tt0097165,1989,"Comedy,Drama"
1261,dead poets society,Sucking the marrow out of life doesn't mean choking on the bone.,tt0097165,1989,"Comedy,Drama"
1262,dead poets society,"O Captain, my Captain. Who knows where that comes from? Anybody? Not a clue? It's from a poem by Walt Whitman about Mr. Abraham Lincoln. Now in this class you can either call me Mr. Keating, or if you're slightly more daring, O Captain my Captain.",tt0097165,1989,"Comedy,Drama"
1263,dead poets society,"Phone call from God. If it had been collect, that would have been daring!",tt0097165,1989,"Comedy,Drama"
1264,dead poets society,"For the first time in my whole life, I know what I wanna do! And for the first time, I'm gonna do it! Whether my father wants me to or not! Carpe diem!",tt0097165,1989,"Comedy,Drama"
1265,dead poets society,I was good. I was really good.,tt0097165,1989,"Comedy,Drama"
1266,dead poets society,"Mr. Anderson! Don't think that I don't know that this assignment scares the hell out of you, you mole!",tt0097165,1989,"Comedy,Drama"
1267,dead poets society,"Now, don't just walk off the edge like lemmings! Look around you!",tt0097165,1989,"Comedy,Drama"
1268,dead poets society,You're in the club! Being in the club means being stirred up by things! You look about as stirred up as a cesspool!,tt0097165,1989,"Comedy,Drama"
1269,dead poets society,"Mr. Meeks, time to inherit the earth.",tt0097165,1989,"Comedy,Drama"
1270,dead poets society,"If I don't ask him, at least I won't be disobeying him.",tt0097165,1989,"Comedy,Drama"
1271,dead poets society,"Next time I see you, you die.",tt0097165,1989,"Comedy,Drama"
1272,dead poets society,"We don't read and write poetry because it's cute. We read and write poetry because we are members of the human race. And the human race is filled with passion. And medicine, law, business, engineering, these are noble pursuits and necessary to sustain life. But poetry, beauty, romance, love, these are what we stay alive for. To quote from Whitman, ""O me! O life!... of the questions of these recurring; of the endless trains of the faithless... of cities filled with the foolish; what good amid these, O me, O life?"" Answer. That you are here - that life exists, and identity; that the powerful play goes on and you may contribute a verse. That the powerful play *goes on* and you may contribute a verse. What will your verse be?",tt0097165,1989,"Comedy,Drama"
1273,dead poets society,"Hey Neal, business as usual huh? I heard you got the new kid. He looks like a stiff!  Oops!",tt0097165,1989,"Comedy,Drama"
1274,dead poets society,"Thank you, boys. Thank you.",tt0097165,1989,"Comedy,Drama"
1275,dead poets society,"Boys, you must strive to find your own voice. Because the longer you wait to begin, the less likely you are to find it at all. Thoreau said, ""Most men lead lives of quiet desperation."" Don't be resigned to that. Break out!",tt0097165,1989,"Comedy,Drama"
1276,dead poets society,"They're not that different from you, are they? Same haircuts. Full of hormones, just like you. Invincible, just like you feel. The world is their oyster. They believe they're destined for great things, just like many of you, their eyes are full of hope, just like you. Did they wait until it was too late to make from their lives even one iota of what they were capable? Because, you see gentlemen, these boys are now fertilizing daffodils. But if you listen real close, you can hear them whisper their legacy to you. Go on, lean in. Listen, you hear it? - - Carpe - - hear it? - - Carpe, carpe diem, seize the day boys, make your lives extraordinary.",tt0097165,1989,"Comedy,Drama"
1277,death at a funeral,My father was an exceptional man...,tt0795368,2007,Comedy
1278,death at a funeral,What are you doing in my dad's coffin?,tt0795368,2007,Comedy
1279,death to smoochy,"You better grow eyes in the back of your head, you horned piece of shit, because I'm not gonna sleep until worms are crawling up your foam-rubber ass! I'm goin' on safari motherfucker! SAH-FAR-I!",tt0266452,2002,"Comedy,Crime,Drama"
1280,death to smoochy,"If you rat on the Parade of Hope, you'll be lucky to find your toenails. These guys are the roughest of all the charities.",tt0266452,2002,"Comedy,Crime,Drama"
1281,death to smoochy,I'm Rainbow Fucking Randolph!,tt0266452,2002,"Comedy,Crime,Drama"
1282,death to smoochy,"Okay, I'm gonna go take a dump!",tt0266452,2002,"Comedy,Crime,Drama"
1283,death to smoochy,You just fucked with the wrong rhino!,tt0266452,2002,"Comedy,Crime,Drama"
1284,deception,Are you free tonight?,tt0022750,1932,Drama
1285,deep cover,"They've gotten a bad name 'cause, uh, I mean, there's a limited market for Parkinson's disease.",tt0104073,1992,"Action,Crime,Thriller"
1286,deep cover,With dreams begin responsibilities.,tt0104073,1992,"Action,Crime,Thriller"
1287,deep rising,You mean we're all gonna die 'cause you screwed up on the math?,tt0118956,1998,"Action,Adventure,Horror"
1288,defiance,"Merciful God, we commit our friends - Ben Zion and Krensky - to You. We have no more prayers, no more tears; we have run out of blood. Choose another people. We have paid for each of Your commandments; we have covered every stone and field with ashes. Sanctify another land. Choose another people. Teach them the deeds and the prophesies. Grant us but one more blessing: take back the gift of our holiness. Amen.",tt0080605,1980,"Action,Crime,Drama"
1289,defiance,"Yes. You annoy me, therefore I exist.",tt0080605,1980,"Action,Crime,Drama"
1290,demolition man,"You are a savage creature John Spartan, and I wish for you to leave my domicile now!",tt0106697,1993,"Action,Sci-Fi,Thriller"
1291,demolition man,"Hey Luke Skywalker, use the force.",tt0106697,1993,"Action,Sci-Fi,Thriller"
1292,demolition man,Mellow greetings. What seems to be your boggle?,tt0106697,1993,"Action,Sci-Fi,Thriller"
1293,demolition man,You're gonna regret this the rest of your life... both seconds of it.,tt0106697,1993,"Action,Sci-Fi,Thriller"
1294,demolition man,You are even better live than on Laserdisc!,tt0106697,1993,"Action,Sci-Fi,Thriller"
1295,demolition man,Somebody put me back in the fridge.,tt0106697,1993,"Action,Sci-Fi,Thriller"
1296,demolition man,Why don't you just shove a leash up my ass?,tt0106697,1993,"Action,Sci-Fi,Thriller"
1297,demolition man,I must've done something right in a previous life. Can't imagine what that could've been.,tt0106697,1993,"Action,Sci-Fi,Thriller"
1298,demolition man,"Damn, I'm possessed! Wonder if I can play the accordion too...",tt0106697,1993,"Action,Sci-Fi,Thriller"
1299,demolition man,"Wait a minute, this is the future. Where are all the phaser guns?",tt0106697,1993,"Action,Sci-Fi,Thriller"
1300,detroit rock city,Only a car full of Stellas and Guidos would ride your ass on a 2-lane highway and honk.,tt0165710,1999,"Comedy,Music"
1301,detroit rock city,"Will you guys quit the mom-bashing? I mean, look, look, Lex's mom is cool because she lets us spend the night, and if it wasn't for your mom, Trip, we wouldn't have smoked that fine Panama Red last night! So, leave the women who gave you life out of it, they're both cool in my book.",tt0165710,1999,"Comedy,Music"
1302,detroit rock city,A tease? What the hell did I do to tease you mongoloids?,tt0165710,1999,"Comedy,Music"
1303,detroit rock city,"Oh, yeah, *STELLA*! And we'll deserve it too, won't we? But you know what I'm gonna do? I'm gonna make it *really* worth their while!",tt0165710,1999,"Comedy,Music"
1304,detroit rock city,BETH? Are you waiting for a confession? I thought you were Jewish?,tt0165710,1999,"Comedy,Music"
1305,detroit rock city,"Save your money, stud-muffin. The lady at the end of the bar sends her love.",tt0165710,1999,"Comedy,Music"
1306,detroit rock city,"Tear these grease monkeys a new asshole!  One step out of that office, and your asses are Alpo!",tt0165710,1999,"Comedy,Music"
1307,detroit rock city,"Oh, God, God if you get me out of this, I swear, I will never pull my pork again!",tt0165710,1999,"Comedy,Music"
1308,detroit rock city,"Christine stole it! Asleep, my ass. The Stella booted with your mom's wheels.",tt0165710,1999,"Comedy,Music"
1309,detroit rock city,"What the hell are you doin' Sister Gonorrhea, waitin' for a bus?",tt0165710,1999,"Comedy,Music"
1310,detroit rock city,Now there's an intelligently biting remark wrought with wit and irony.,tt0165710,1999,"Comedy,Music"
1311,detroit rock city,"God forbid one day you have a son like you, Jeremiah. A boy who lies through his teeth, buys demonic records, and smokes the dope!",tt0165710,1999,"Comedy,Music"
1312,detroit rock city,Christine? Christine! You googatz in the head or something? We are on the side of the freakin' highway!,tt0165710,1999,"Comedy,Music"
1313,detroit rock city,"It is about time, that you gave up that STUPID dream of yours, once and for all! No son of mine is gonna be a career musician... ever, ever, EVER!",tt0165710,1999,"Comedy,Music"
1314,detroit rock city,"Okay, dope-burnout, let's get one thing straight, here. As far as I'm concerned, good tunes is good tunes. Be it disco or rock, or polka, or whatever have you, regardless of the category. Disco is just easier to dance to.",tt0165710,1999,"Comedy,Music"
1315,detroit rock city,"You just upset the Incredible Hulk, his idiot half brother, and the two circus clowns.",tt0165710,1999,"Comedy,Music"
1316,detroit rock city,"Hey, thanks for letting us use your make-up supply. You must have the entire Revlon factory in your purse, you greasy disco ball!",tt0165710,1999,"Comedy,Music"
1317,devil in a blue dress,"A man once told me that you step out of your door in the morning, and you are already in trouble. The only question is are you on top of that trouble or not?",tt0112857,1995,"Crime,Drama,Mystery"
1318,die hard,"All right, listen up guys. 'Twas the night before Christmas, and all through the house, not a creature was stirring, except... the four assholes coming in the rear in standard two-by-two cover formation.",tt0095016,1988,"Action,Thriller"
1319,die hard,"I wanted this to be professional, efficient, adult, cooperative. Not a lot to ask. Alas, your Mr. Takagi did not see it that way... so he won't be joining us for the rest of his life. We can go any way you want it. You can walk out of here or be carried out. But have no illusions. We are in charge. So, decide now, each of you. And please remember: we have left nothing to chance.",tt0095016,1988,"Action,Thriller"
1320,die hard,"Due to the Nakatomi Corporation's legacy of greed around the globe, they are about to be taught a lesson in the real use of power. You will be witnesses.",tt0095016,1988,"Action,Thriller"
1321,die hard,You should have heard your brother squeal when I broke his fucking neck.,tt0095016,1988,"Action,Thriller"
1322,die hard,Just remember that when you sign for the tip.,tt0095016,1988,"Action,Thriller"
1323,die hard,"When they touch down, we'll blow the roof, they'll spend a month sifting through rubble, and by the time they figure out what went wrong, we'll be sitting on a beach, earning twenty percent.",tt0095016,1988,"Action,Thriller"
1324,die hard,"Hey babe, I negotiate million dollar deals for breakfast. I think I can handle this Eurotrash.",tt0095016,1988,"Action,Thriller"
1325,die hard,"Mr. Takagi, I could talk about industrialization and men's fashion all day, but I'm afraid work must intrude, and my associate, Theo, has some questions for you. Sort of fill in the blanks questions, actually.",tt0095016,1988,"Action,Thriller"
1326,die hard,"Wait a minute, wait a minute. What have we here, gentlemen? The police have themselves an RV. Southeast corner.",tt0095016,1988,"Action,Thriller"
1327,die hard,"C'mon baby, come ta' papa, I'll kiss ya' fuckin' dalmatian.",tt0095016,1988,"Action,Thriller"
1328,die hard,"Why the fuck didn't you stop 'em, John? 'Cause then you'd be dead, too, asshole.",tt0095016,1988,"Action,Thriller"
1329,die hard,Got invited to the Christmas party by mistake. Who knew?,tt0095016,1988,"Action,Thriller"
1330,die hard,"The circuits that cannnot be cut are cut automatically in response to a terrorist incident. You asked for miracles, Theo, I give you the FBI.",tt0095016,1988,"Action,Thriller"
1331,die hard,"Authorization? How about the United States FUCKING government? Lose the grid, or you lose your job.",tt0095016,1988,"Action,Thriller"
1332,die hard,"The fire has been called off, my friend. No one is coming to help you. You might as well come out and join the others. I promise I won't hurt you.",tt0095016,1988,"Action,Thriller"
1333,die hard,No one kills him but me!,tt0095016,1988,"Action,Thriller"
1334,die hard,"Welcome to the party, pal.",tt0095016,1988,"Action,Thriller"
1335,die hard,Nine million terrorists in the world and I gotta kill one with feet smaller than my sister.,tt0095016,1988,"Action,Thriller"
1336,die hard,Mrs. McClane. How nice to make your acquaintance.,tt0095016,1988,"Action,Thriller"
1337,die hard,We are both professionals. This is personal.,tt0095016,1988,"Action,Thriller"
1338,disturbia,That's either the creepiest... or the sweetest thing I have ever heard.,tt0486822,2007,"Crime,Drama,Mystery"
1339,disturbia,"Yes, concentrate. Now this one's for the gold.",tt0486822,2007,"Crime,Drama,Mystery"
1340,disturbia,It's alright I'm green! I'm green!,tt0486822,2007,"Crime,Drama,Mystery"
1341,do the right thing,"Yes, children, this is the cool-out corner. We're slowing it down for all the lovers in the house. I'll be giving you all the help you need. Musically, that is.",tt0097216,1989,"Comedy,Drama"
1342,do the right thing,Extra Cheese is two dollars.,tt0097216,1989,"Comedy,Drama"
1343,do the right thing,"Whoa. Y'all take a chill. You got to cool that shit off. And that's the double-truth, Ruth.",tt0097216,1989,"Comedy,Drama"
1344,do the right thing,"Hey, Sal, how come they ain't no brothas on the wall?",tt0097216,1989,"Comedy,Drama"
1345,dog day afternoon,He won't listen to anybody. He's been very crazy all summer. Since June he's been trying to kill me.,tt0072890,1975,"Biography,Crime,Drama"
1346,dogma,Not born. SHIT into existence.,tt0120655,1999,"Adventure,Comedy,Drama"
1347,dogma,All lines are currently down.,tt0120655,1999,"Adventure,Comedy,Drama"
1348,dogma,"White folks only want to hear the good shit: life eternal, a place in God's Heaven. But as soon as they hear they're getting this good shit from a black Jesus, they freak. And that, my friends, is called hypocrisy. A black man can steal your stereo, but he can't be your Savior.",tt0120655,1999,"Adventure,Comedy,Drama"
1349,dogma,"Very basic strategy. If your enemies know where you are, then don't be there.",tt0120655,1999,"Adventure,Comedy,Drama"
1350,dogma,"Mr. McGee, don't blame me. You wouldn't like me while I'm angry.",tt0120655,1999,"Adventure,Comedy,Drama"
1351,dogma,See? I'm as anatomically impaired as a Ken doll.,tt0120655,1999,"Adventure,Comedy,Drama"
1352,dogma,Consequences schmonsequences.,tt0120655,1999,"Adventure,Comedy,Drama"
1353,dogma,You gotta be kidding me.,tt0120655,1999,"Adventure,Comedy,Drama"
1354,dogma,"Good Lord, the little stoner's got a point.",tt0120655,1999,"Adventure,Comedy,Drama"
1355,dogma,"I feel like I'm Han Solo, and you're Chewie, and she's Ben Kenobi, and we're in that fucked-up bar.",tt0120655,1999,"Adventure,Comedy,Drama"
1356,dogma,I'm supposed to be in it. I was the thirteenth apostle.,tt0120655,1999,"Adventure,Comedy,Drama"
1357,dogma,"Metatron acts as the voice of God. Any documented occasion when some yahoo claims God has spoken to them, they're speaking to me. Or they're talking to themselves.",tt0120655,1999,"Adventure,Comedy,Drama"
1358,dogma,"Do you know what makes a human being decent? Fear. And therein lies the problem. None of you has anything left to fear anymore. You rest comfortably in seats of inscrutable power, hiding behind your false idol, far from judgment, lives shrouded in secrecy even from one another. But not from God.",tt0120655,1999,"Adventure,Comedy,Drama"
1359,dogma,So do you do anal? Is it true that chicks fart if you blast 'em in the ass?,tt0120655,1999,"Adventure,Comedy,Drama"
1360,dogma,Your hard-on for smiting has prevented us from negotiating what should be the relatively simple matter of catching or staying on a bus.,tt0120655,1999,"Adventure,Comedy,Drama"
1361,dogma,Glick's the kind of asshole that would bless his own clubs for a better game.,tt0120655,1999,"Adventure,Comedy,Drama"
1362,dogma,"That's what you get, Mother fucker!",tt0120655,1999,"Adventure,Comedy,Drama"
1363,dogma,"Heh, me lead you? Lady look at me, I don't even know where the hell I am half the time!",tt0120655,1999,"Adventure,Comedy,Drama"
1364,dogma,No wonder he saw Jesus. Homey's rockin' the ganj.,tt0120655,1999,"Adventure,Comedy,Drama"
1365,dogma,"So, Jay tells us you're gonna sleep with him.",tt0120655,1999,"Adventure,Comedy,Drama"
1366,dogma,"People die for it, people kill for it. The whole of existence is in jeopardy right now, because of the Catholic belief structure, regarding this plenary indulgence bullshit. Bartlteby and Loki, whether they know it or not, are exploiting that belief. And if they're successful, you and me, all of this, ends in a heartbeat. All in a belief.",tt0120655,1999,"Adventure,Comedy,Drama"
1367,dogma,You know death is a worry of the living. The dead like myself only worry about decay and necrophiliacs.,tt0120655,1999,"Adventure,Comedy,Drama"
1368,dogma,"You people. If there isn't a movie about it, it's not worth knowing, is it?",tt0120655,1999,"Adventure,Comedy,Drama"
1369,domino,"I should let you know that Mr Heiss will only be available to meet for about five minutes, so we should hurry up and cut to the point. Um, and speak in short sentences because he has the attention span of a ferret on crystal meth.",tt0074421,1976,\N
1370,domino,"I've been training since I was twelve. Knives, guns, throwing stars. You name it, and I can fight with it. I'm a hard worker. I'm a hard worker and a fast learner. Nothing scares me. I'm not afraid to die.",tt0074421,1976,\N
1371,domino,"To say that Choco is the product of a broken home is to presume a home existed in the first place. No. Choco never had a home, well, not unless you count the ten or so juvenile correction facilities where he spent his child hood.",tt0074421,1976,\N
1372,domino,Absolutely brilliant.,tt0074421,1976,\N
1373,domino,"I'm gonna fill up the tank and grab a Mountain Dew. Don't make a peep. Especially you, Barbara.",tt0074421,1976,\N
1374,donnie brasco,I got cancer of the prick.,tt0119008,1997,"Biography,Crime,Drama"
1375,donnie brasco,If anything should happen to me... make sure Annette gets the car.,tt0119008,1997,"Biography,Crime,Drama"
1376,donnie brasco,I think I just shit my pants.,tt0119008,1997,"Biography,Crime,Drama"
1377,donnie brasco,How much money did you give that guy? A wiseguy never pays for his drinks.,tt0119008,1997,"Biography,Crime,Drama"
1378,donnie darko,"This famous linguist once said that of all the phrases in the English language, of all the endless combinations of words in all of history, that Cellar Door is the most beautiful.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1379,donnie darko,"What if you could go back in time, and take all those hours of pain and darkness and replace them with something better?",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1380,donnie darko,"Not only am I a teacher, but I am also the mother of a Middlesex child. Therefore, I am the only person here who transcends the parent-teacher bridge.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1381,donnie darko,28 days... 6 hours... 42 minutes... 12 seconds. That... is when the world... will end.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1382,donnie darko,I'm voting for Dukakis.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1383,donnie darko,Every creature on this earth dies alone.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1384,donnie darko,Ling Ling finds a wallet on the ground filled with money. She takes the wallet to the address on the driver's license but keeps the money inside the wallet.  I-I'm sorry Mrs. Farmer. I don't get this.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1385,donnie darko,Some people are just born with tragedy in their blood.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1386,donnie darko,"You are a fear prisoner. Yes, you are a product of fear.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1387,donnie darko,Excuse me. You need to go back to grad school.,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1388,donnie darko,"I promise, that one day, everything's going to be better for you.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1389,donnie darko,"""No duh"" is a product of fear.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1390,donnie darko,Is that all the gusta you can musta?,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1391,donnie darko,"Hey, porky pig, I hope you get molested.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1392,donnie darko,"Donnie, an atheist is someone who denies altogether the existence of God. You're an agnostic. An agnostic is someone who believes that there can be no proof of the existence of God, but does not deny the possibility that God exists.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1393,donnie darko,"Go Back to China, bitch.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1394,donnie darko,"If the sky were to suddenly open up, there would be no law, there would be no rule. There would only be you and your memories.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1395,donnie darko,"They say right when they flood the house and they tear it to shreds that... destruction is a form of creation,"" so the fact that they burn the money is ironic. They just want to see what happens when they tear the world apart. They want to change things.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1396,donnie darko,And did you stop and think that maybe infants need darkness? That maybe darkness is part of their natural environment?,tt0246578,2001,"Drama,Mystery,Sci-Fi"
1397,donnie darko,"A storm is coming, Frank says / A storm that will swallow the children / And I will deliver them from the kingdom of pain / I will deliver the children back the their doorsteps / And send the monsters back to the underground / I'll send them back to a place where no-one else can see them / Except for me / Because I am Donnie Darko.",tt0246578,2001,"Drama,Mystery,Sci-Fi"
1398,double indemnity,"Well, I get darn sick of tryin' to pick up after a gang of fast-talking salesmen dumb enough to sell life insurance to a guy who sleeps in the same bed with four rattlesnakes.",tt0036775,1944,"Crime,Drama,Film-Noir"
1399,double indemnity,"Who'd you think I was anyway? The guy that walks into a good looking dame's front parlour and says, ""Good afternoon, I sell accident insurance on husbands... you got one that's been around too long? One you'd like to turn into a little hard cash?""",tt0036775,1944,"Crime,Drama,Film-Noir"
1400,double indemnity,"It's just like the first time I came here, isn't it? We were talking about automobile insurance, only you were thinking about murder. And I was thinking about that anklet.",tt0036775,1944,"Crime,Drama,Film-Noir"
1401,double indemnity,"I picked you for the job, not because I think you're so darn smart, but because I thought you were a shade less dumb than the rest of the outfit. Guess I was wrong. You're not smarter, Walter... you're just a little taller.",tt0036775,1944,"Crime,Drama,Film-Noir"
1402,double indemnity,"That was all there was to it.Nothing had slipped, nothing had been overlooked.There was nothing to give us away. And yet, Keyes, as I was walking down the street to the drugstore, suddenly, it came over me that everything would go wrong. It sounds crazy Keyes, but it's true, so help me, I couldn't hear my own footsteps. It was the walk of a dead man.",tt0036775,1944,"Crime,Drama,Film-Noir"
1403,double indemnity,"Now look, Walter. A guy takes out an accident policy that's worth $100,000 if he's killed on the train. Then, two weeks later, he *is* killed on the train. And, not from the train accident, mind you, but falling off some silly observation car. You know what the mathematical probability of that is? One out of, oh, I don't know how many billions. And after that, the broken leg. No, it just, it just can't be the way it looks. Something has been worked on us!",tt0036775,1944,"Crime,Drama,Film-Noir"
1404,double indemnity,"Do I laugh now, or wait 'til it gets funny?",tt0036775,1944,"Crime,Drama,Film-Noir"
1405,double indemnity,"Well, hello there, Mr. Neff.",tt0036775,1944,"Crime,Drama,Film-Noir"
1406,double indemnity,I get the general idea. She was a tramp from a long line of tramps.,tt0036775,1944,"Crime,Drama,Film-Noir"
1407,double indemnity,"Walter, you're all washed up.",tt0036775,1944,"Crime,Drama,Film-Noir"
1408,double indemnity,"That's a honey of an anklet you're wearing, Mrs. Dietrichson.",tt0036775,1944,"Crime,Drama,Film-Noir"
1409,drag me to hell,"I don't want your cat, you dirty pork queen!",tt1127180,2009,Horror
1410,drag me to hell,And get your filthy pig knuckle off my desk!,tt1127180,2009,Horror
1411,drag me to hell,"You'd be surprised what you'll be willing to do, when the Lamia comes for you.",tt1127180,2009,Horror
1412,drag me to hell,I desire the SOUL of Christine Brown. We will FEAST upon it while she festers in the grave!,tt1127180,2009,Horror
1413,drag me to hell,"I beat you, you old bitch!",tt1127180,2009,Horror
1414,dragonslayer,"It's a shield. I made it. Might keep the fire off of you, might not. You know, you're an idiot. You're going to die tonight. You'll be ripped, limb from limb. This is the last time I'll ever speak to you!",tt0082288,1981,"Action,Adventure,Fantasy"
1415,dragonslayer,Unclean beast! Get thee down! Be thou consumed by the fires that made thee!,tt0082288,1981,"Action,Adventure,Fantasy"
1416,dragonslayer,"My lord Ulrich is no longer. All that you asked of him, you may now expect of me. The dangers he would face, I will now conquer. The task he would undertake, I will now fulfill. I'm Galen Brandwarden, inheritor of Ulrich's craft and knowledge, and I am the sorcerer you seek.",tt0082288,1981,"Action,Adventure,Fantasy"
1417,dragonslayer,"If he's ready to lay a dragon in its grave, he's nothing to fear from me.",tt0082288,1981,"Action,Adventure,Fantasy"
1418,dragonslayer,"All hail Casiodorus Rex, dragonslayer!",tt0082288,1981,"Action,Adventure,Fantasy"
1419,drop dead gorgeous,I shoved your tap shoes in my panties before I was blown out of the house. You go find the guy who cut 'em off.,tt0157503,1999,"Comedy,Romance,Thriller"
1420,drop dead gorgeous,"Beautiful as a whore's ass today, huh, boys?",tt0157503,1999,"Comedy,Romance,Thriller"
1421,drop dead gorgeous,You'd think they'd build the parking lot of America to go with the Mall of America!,tt0157503,1999,"Comedy,Romance,Thriller"
1422,drop dead gorgeous,"I'd have good strong roots in a town like Mt. Rose, a solid Christian trunk, and long, leafy branches to provide shade for handicapped kids on a hot summer day.",tt0157503,1999,"Comedy,Romance,Thriller"
1423,drop dead gorgeous,"Fuckin' beauty queens blowing chunks everywhere. I-I've never seen anything like it before, and I live in L.A.",tt0157503,1999,"Comedy,Romance,Thriller"
1424,drop dead gorgeous,"With one week to go before the pageant, I was finishing my outfit, rehearsing my talent, brushing up on current events, and running 18 miles a day on about 400 calories. I was ready.",tt0157503,1999,"Comedy,Romance,Thriller"
1425,drop dead gorgeous,"Oh, Yeah, Frida, sure. She was the oldest living Lutheran. Now she's dead as a doornail. It's them damn Shriner's, won't take down the God damn sign the lazy sons of bitches. Every year, every damn year I tell them, ""Take down the God damn Frida sign, you lazy sons of bitches!""",tt0157503,1999,"Comedy,Romance,Thriller"
1426,drop dead gorgeous,"Why? Well, ah, it's kind of like askin' why all the guys chew Copenhagen, you know? I mea - If you're 17, and you're not a total fry, it's just what you do.",tt0157503,1999,"Comedy,Romance,Thriller"
1427,drop dead gorgeous,"Yah, my ma's clothes all melted onto mine forming, like, this big polyester meteor in our closet, y'know? But, in some kinda weird miracle, our neighbor boy, Kenny Hanson, found my tap costume on the roof o' their trailer while he was settin' coon traps for his dad. Here's the weird part: it was still on the hanger.",tt0157503,1999,"Comedy,Romance,Thriller"
1428,drop dead gorgeous,"They're never gonna let you perform naked, I asked!",tt0157503,1999,"Comedy,Romance,Thriller"
1429,drop dead gorgeous,"And so, dear Lord, it is with deep sadness that we turn over to you this young woman, whose dream to ride on a giant swan resulted in her death. Maybe it is your way of telling us... to buy American.",tt0157503,1999,"Comedy,Romance,Thriller"
1430,drop dead gorgeous,"English! Speak Engrish, you stupid rittle retard!",tt0157503,1999,"Comedy,Romance,Thriller"
