,id,name,price,descr_short,descr_full,imagen,brand,features
278,lbt_279,Boon / Mikkeller Cuvée Oude Henri,12.1,Lambic / Gueuze,"Cerveza de fermentación espontánea sin filtrar ni pasteurizar de estilo Gueuze de 7% ABV, elaborada a partir de una mezcla de Lambic de 1 y 3 años que fue envejecida en dos barricas de roble muy especiales. Dichas barricas, fueron utilizados anteriormente para producir un famoso vino blanco espumoso francés.",https://www.labirratorium.com/21796-large_default/boon-mikkeller-cuvee-oude-henri.jpg,Brouwerij F. Boon,"{'Estilo': 'GUEUZE', 'Origen': 'Bélgica / Dinamarca', '% Alc.': '7\nALTO (6-9%)', 'Otros ingredientes': 'Envejecida en Barrica de Roble que anteriormente contuvieron Vino Blanco Espumoso Francés', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
279,lbt_280,Kasteel Barista Chocolate Quad Lata,2.05,ABT / Quadrupel,"La cerveza Kasteel Barista Quad chocolate es el sucesor de la cerveza Kasteel invierno, una cerveza de temporada que ha sido continuado. Barista es una cerveza oscura de degustación que se puede disfrutar durante todo el año. El nombre Barista viene del mundo del café, y está muy bien reflejado en el color oscuro de la cerveza y una delicada capa de espuma, de color crema.",https://www.labirratorium.com/20539-large_default/kasteel-barista-chocolate-quad-lata.jpg,Van Honsebrouck,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '11\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale Ale, Pilsen, Malta de Cebada Tostada', 'IBU': '0-25 Amargor bajo', 'Color': 'Negro', 'Envase': 'Lata'}"
280,lbt_281,St. Feuillien Quadruple,3.7,ABT / Quadrupel,"Cerveza de 11% ABV oscura y muy densa. Se distingue por un aroma complejo, finamente caramelizado y con matices de vino de Madeira, fruta confitada y un toque intenso de ésteres (banana) debido a su fermentación. Un ligero olor a lúpulo (inglés) completa el conjunto. En boca notamos un cuerpo potente construido sobre la densidad. El amargor está presente y se mezcla armoniosamente con la estructura de las maltas utilizadas, que aportan notas de chocolate y matices de coco. Carbonatación media.",https://www.labirratorium.com/23159-large_default/st-feuillien-quadruple.jpg,St-Feuillien / Friart,"{'Estilo': 'QUADRUPEL / DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '11\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella'}"
281,lbt_282,Ayinger Bräu-Weisse,2.7,Hefeweien,"Cerveza de trigo con 5.1% ABV de color dorado ligeramente turbio, con espuma blanca abundante y cremosa. Aromas y sabores a cítricos, hierbas y especias.",https://www.labirratorium.com/3748-large_default/ayinger-brau-weisse.jpg,Ayinger,"{'Estilo': 'TRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': '5,1\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
282,lbt_283,DouGall's Session Stout,2.7,Stout,Stout de 4.2 ABV con cuerpo a pesar de baja de baja graduación.,https://www.labirratorium.com/1956-large_default/dougalls-session-stout.jpg,Cerveza Dougall's,"{'Estilo': 'STOUT', 'Origen': 'Cantabria', '% Alc.': '4.2', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter, Chocolate, Roster Barley, Crystal, Avena', 'Lúpulos': 'Cascade', 'IBU': '25-50 Amargor medio\n40', 'Color': 'Negro', 'Envase': 'Botella'}"
283,lbt_284,Charles Quint Rouge Rubis / Keizer Karel Robijn Rood,2.1,Belgian Strong Dark Ale,"Charles V Rouge es una cerveza de alta fermentación, con segunda fermentación en botella, de profundo color marrón rojizo con espuma beige con mucho aire que se disipa rápidamente. Cuerpo pesado, baja carbonatación. Olor potente donde se nota la levadura, así como aire a caramelo y a fruta. Sabor muy afrutado, recuerda a vino por el sabor a uva, muy especiado, poco amargor, mucho recuerdo y se nota mucho el alcohol.",https://www.labirratorium.com/4722-large_default/charles-quint-rouge-rubis-keizer-karel-robijn-rood.jpg,Haacht,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '8.5\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '50-75 Amargor alto\n58', 'Color': 'Marrón', 'Envase': 'Botella'}"
284,lbt_285,Ayinger Weizen-Bock,2.2,Weizenbock,Weizenbock de 7.1% ABV. Es la especialidad de invierno de Ayinger elaborada con 4 tipos de maltas de diferentes.,https://www.labirratorium.com/3972-large_default/ayinger-weizen-bock.jpg,Ayinger,"{'Estilo': 'WEIZENBOCK', 'Origen': 'Alemania', '% Alc.': '7.1\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
285,lbt_286,Sori Out of Office,4.2,Sin Gluten / Session IPA,"Cerveza sin gluten ligera de 4.5% ABV lupulada con Simcoe, Cascade y Centennial, que aportan masivos aromas y sabores a frutas tropicales, pomelo y toques de resina de pino.",https://www.labirratorium.com/17595-large_default/sori-out-of-office.jpg,Sori Brewing,"{'Estilo': 'SESSION IPA\nSIN GLUTEN', '% Alc.': '4.5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Lúpulos': 'Simcoe, Cascade y Centennial', 'IBU': '50-75 Amargor alto\n55', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
286,lbt_287,Dieu du Ciel Solstice d'Hiver,5.05,Barley Wine ,"Cerveza fuerte de invierno con 10.2% ABV de color marrón y sabor delicadamente dulce y licoroso, con un toque de caramelo quemado proveniente de las maltas utilizadas y un prolongado tiempo de ebullición.",https://www.labirratorium.com/20446-large_default/dieu-du-ciel-solstice-d-hiver.jpg,Brasserie Dieu du Ciel,"{'Estilo': 'AMERICAN BARLEYWINE', 'Origen': 'Canadá', '% Alc.': '10.2\nMUY ALTO (+10%)', 'Volumen (cl)': '34.1 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Marrón', 'Envase': 'Botella'}"
287,lbt_288,Garage Ocata,4.45,Session IPA,Session IPA de 5.4% ABV elaborada con lúpulos Mosaic y Palisade.,https://www.labirratorium.com/16956-large_default/garage-ocata.jpg,Garage Beer Co.,"{'Estilo': 'SESSION IPA', 'Origen': 'Barcelona', '% Alc.': '5.4\nMEDIO (4-6%)', 'Volumen (cl)': '44 Cl', 'Maltas': 'Cebada, Avena, Trigo, Espelta', 'Lúpulos': 'Mosaic y Palisade', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
288,lbt_289,Dieu du Ciel! Isseki Nicho,4.95,Imperial Dark Saison,"Imperial Saison de color oscuro con 9.5% ABV, se presenta con un notable amargor acompañado de potentes notas de maltas tostadas. Todo se equilibra con un final más delicado, seco, complejo y especiado, con una firma de levadura característica de las cervezas de estilo Saison.",https://www.labirratorium.com/5588-large_default/dieu-du-ciel-isseki-nicho.jpg,Brasserie Dieu du Ciel,"{'Estilo': 'SAISON / FARMHOUSE ALE', 'Origen': 'Canadá', '% Alc.': '9.5\nALTO (6-9%)', 'Volumen (cl)': '34.1 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '25-50 Amargor medio', 'Color': 'Negro', 'Envase': 'Botella'}"
289,lbt_290,Rodenbach Caractère Rouge 2016,17.8,Sour / Flanders Red Ale,"Cerveza belga de estilo Flanders Red Ale macerada con cerezas frescas, frambuesas y arándano,s que posteriormente envejece en barricas de roble y refermenta por segunda vez en botella.",https://www.labirratorium.com/5422-large_default/rodenbach-caractere-rouge-2016.jpg, Brouwerij Rodenbach (Swinkels Family Brewers),"{'Estilo': 'FLANDERS RED ALE', 'Origen': 'Bélgica', '% Alc.': '7\nALTO (6-9%)', 'Otros ingredientes': 'Cerezas, Frambuesas y Arándanos', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}"
290,lbt_291,Caleya Asturies Pale Ale,2.5,Pale Ale,"Cerveza de alta fermentación elaborada con las maltas Maris Otter y Crystal. Tiene cuerpo medio, poca carbonatación, y en ella encontraremos sabores y aromas frutales. Es una cerveza de sesión para tomar una pinta detrás de otra. Lúpulos; Warrior, Summit y Cascade.",https://www.labirratorium.com/12305-large_default/caleya-asturies-pale-ale.jpg,Cerveza Caleya,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Asturias', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale y Crystal', 'Lúpulos': 'Warrior, Cascade, Summit', 'IBU': '32', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
291,lbt_292,Flying Dog Gonzo,3.8,Imperial Porter,Imperial Porter de 9.2% ABV fermentada con dos tipos de levadura diferentes.,https://www.labirratorium.com/2030-large_default/flying-dog-gonzo.jpg,Flying Dog,"{'Estilo': 'IMPERIAL PORTER', 'Origen': 'EEUU', '% Alc.': '10\nMUY ALTO (+10%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Caramel, Black y Chocolate', 'Lúpulos': 'Northern Brewer y Cascade', 'IBU': '75-100 Amargor muy alto\n85', 'Color': 'Negro', 'Envase': 'Botella', 'Levadura': '2 Tipos de Levaduras Diferentes'}"
292,lbt_293,De Molen Hel & Verdoemenis,4.35,Imperial Stout,"Cerveza negra de estilo Imperial Stout de 11% ABV elaborada con lúpulos Saaz y Columbus, es uno de los buques insignia de la prestigiosa cervecera holandesa.",https://www.labirratorium.com/2066-large_default/de-molen-hel-verdoemenis.jpg,Brouwerij De Molen,"{'Estilo': 'IMPERIAL STOUT', 'Origen': 'Holanda', '% Alc.': '11\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pils, Caramel, Chocolate, Roasted Brown', 'Lúpulos': 'Saaz y Columbus', 'IBU': '75-100 Amargor muy alto\n102', 'Color': 'Negro', 'Envase': 'Botella'}"
293,lbt_294,Flying Dog Easy IPA,2.95,"Cerveza ligera, cristalina y lupulada (Session IPA)",,https://www.labirratorium.com/521-large_default/flying-dog-easy-ipa.jpg,Flying Dog,"{'Estilo': 'SESSION IPA', 'Origen': 'EEUU', '% Alc.': '4.7\nMEDIO (4-6%)', 'Volumen (cl)': '35.5 Cl', 'Maltas': 'Biscuit', 'IBU': '50\n50-75 Amargor alto', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
294,lbt_295,Beavertown Lazer Crush,3.35,Sin Alcohol / IPA,"IPA sin alcohol (0.3% ABV) elaborada con lúpulos Azacca, Amarillo y Citra, que aportan una explosión de aromas y sabores a mango maduro, melocotón, naranja dulce y pomelo.",https://www.labirratorium.com/23342-large_default/beavertown-lazer-crush.jpg,Beavertown,"{'Estilo': 'SIN ALCOHOL', 'Origen': 'Inglaterra', '% Alc.': '0.3\nSIN ALCOHOL (0-1%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pilsner', 'Lúpulos': 'Azacca, Amarillo y Citra', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Amarillo pálido', 'Envase': 'Lata', 'Levadura': 'Chr Hansen Neer'}"
295,lbt_296,Zichovec Fresh Hop 12 Saaz Special,5.3,Pilsner,Lager ligera de estilo Pilsner de 5.1% ABV elaborada con lúpulo fresco de la variedad Saaz. ,https://www.labirratorium.com/21166-large_default/zichovez-fresh-hop-12-saaz-special.jpg,Rodinný pivovar Zichovec,"{'Estilo': 'PILSNER ', 'Origen': 'República Checa', '% Alc.': '5.1\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Saaz', 'IBU': '25-50 Amargor medio\n45', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
296,lbt_297,Porterhouse Red Ale,2.95,Red Ale,"Red Ale de 4.2 % ABV elaborada con lúpulos Galena, Nugget y East Kent Goldings.",https://www.labirratorium.com/5417-large_default/porterhouse-red-ale.jpg,Porterhouse,"{'Estilo': 'IRISH RED ALE', 'Origen': 'Irlanda', '% Alc.': '4.2', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale, Crystal, Wheat and Chocolate Malts', 'Lúpulos': 'Galena, Nugget and East Kent Golding hops', 'IBU': '25-50 Amargor medio', 'Color': 'Rojiza', 'Envase': 'Botella'}"
297,lbt_298,Struise Tsjeeses Reserva 2014 Bourbon Barrel Aged,5.8,Belgian Strong Ale,"Ingredients: Barley malt, hops, cane sugar, yeast and spices. Strong blond winterbeer with fluffy white head which has been lagered for 8 months on different stonefruits. Tsjeeses was born out of a 5 year brew experience regarding x-mas beer without being capable of finding a suitable name up to now. With the name came a face, a caricature actually, that was drawn on the day Urbain, our brew master and master brewer, drank too many Tsjeeses’s. Every time he drinks one, he says ""Tsjeeses, what a beer"". Therefore the name is more an expression of stupefaction than a curse. We have had already many discussions around the pronounciation of ""Tsjeeses"". Very close would be that you say ""cheeses"" or cheese in plural.",https://www.labirratorium.com/3373-large_default/struise-tjeeses-2015.jpg,De Struise Brouwers,"{'Origen': 'Bélgica', '% Alc.': '10', 'Volumen (cl)': '33', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '35'}"
298,lbt_299,Lindemans Faro,1.85,Lambic / Faro,"Esta cerveza Faro comenzó a elaborarse en 1978, cuando este estilo, que se trata de una cerveza que mezcla Lambics jóvenes y viejas con azúcar moreno, volvió a ser popular. Presenta un color naranja oscuro, casi marrón y poca espuma aunque se observan bastantes burbujas en la cerveza.",https://www.labirratorium.com/17954-large_default/lindemans-faro.jpg,Lindemans,"{'Estilo': 'LAMBIC FARO', 'Origen': 'Bélgica', '% Alc.': '4.5\nMEDIO (4-6%)', 'Otros ingredientes': 'Azúcar Candy, Mezcla de Lambic Joven y Lambic Vieja', 'Volumen (cl)': '25 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
299,lbt_300,Redneck Honky Tonk,2.7,Amber Ale,Amber Ale de 5.5% ABV.,https://www.labirratorium.com/5455-large_default/redneck-honky-tonk.jpg,Redneck Brewery,"{'Estilo': 'AMBER ALE / RED ALE', 'Origen': 'Cantabria', '% Alc.': '5.5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n25', 'Color': 'Ámbar', 'Envase': 'Botella'}"
300,lbt_301,Alpirsbacher Pils,1.95,Pilsner,"Cerveza Lager alemana de estilo Pilsner con 4.9% ABV de color amarillo dorado y espuma fina y firme. presenta aromas de malta dulce con notas de lúpulo floral y especiado. En boca es chispeante y agradable, seguido de un cuerpo redondo y de final sutilmente amargo y elegante.",https://www.labirratorium.com/21389-large_default/alpirsbacher-pils.jpg,Alpirsbacher Kloster,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': '4.9\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n28', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
301,lbt_302,Mahr's Bräu Sommerpils,3.2,German Pilsner,"Cerveza alemana de estilo Pils de 2.8% ABV, elaborada con las mejores maltas y lúpulo noble bávaro. ",https://www.labirratorium.com/21639-large_default/mahr-s-braeu-sommerpils.jpg,Mahr's Bräu,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': '2.8\nBAJO (2.5-4%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Hallertauer Perle', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
302,lbt_303,"Tilquin Oude Mûre à l'Ancienne 37,5 cl.",16.95,Lambic / Fruit,Cerveza de fermentación espontánea (Lambic) sin filtrar ni pasteurizar elaborada a partir de la fermentación de 350 gr./l. de moras.,https://www.labirratorium.com/7475-large_default/tilquin-oude-mure-a-l-ancienne-375-cl.jpg,Gueuzerie Tilquin,"{'Estilo': 'FRUIT LAMBIC', 'Origen': 'Bélgica', '% Alc.': '6.4\nALTO (6-9%)', 'Otros ingredientes': 'Moras', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo\nCebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}"
303,lbt_304,Gouden Carolus Hopsinjoor,3.25,Belgian IPA / Belgian Strong Golden Ale,"Esta deliciosa cerveza completa la gama de las Gouden Carolus. Utiliza en su elaboración cuatro tipos de lúpulos distintos: Golding, Spalt, Hallertau y Saaz los cuales son fraccionados muchas veces durante el proceso de cocción para mantener el máximo aroma. El resultado, una deliciosa cerveza dorada con fuerte aroma a lúpulo y sabor amargo.",https://www.labirratorium.com/3383-large_default/gouden-carolus-classic.jpg,Het Anker,"{'Estilo': 'BELGIAN GOLDEN STRONG\nBELGIAN IPA', 'Origen': 'Belgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Golding, Spalt, Hallertau y Saaz', 'IBU': '25-50 Amargor medio\n30', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
304,lbt_305,Mahr's Bräu Pils,3.2,German Pilsner,Cerveza Lager alemana de estilo Pilsner con 4.9% ABV.,https://www.labirratorium.com/21646-large_default/mahr-s-braeu-pils.jpg,Mahr's Bräu,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': '4.9\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Hallertauer Herkules y Mittelfrüh', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
305,lbt_306,La Textil So What,2.75,Pilsner,"Cerveza de estilo Pilsner checa de 4.5% ABV fresca, limpia y clásica, con un notable pero equilibrado aroma y sabor a lúpulo de perfil herbáceo. Elaborada 100% con malta Pilsner belga, lúpulos Perler y Hellertauer Mittelfruh y levadura Budejovice checa.",https://www.labirratorium.com/21922-large_default/la-textil-so-what.jpg,La Textil,"{'Estilo': 'PILSNER ', 'Origen': 'Barcelona', '% Alc.': '4.5\nBAJO (2.5-4%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Pilsner', 'Lúpulos': 'Perler y Hallertauer Mittlefruh', 'IBU': '25-50 Amargor medio\n29', 'Color': 'Amarillo pálido', 'Envase': 'Lata', 'Levadura': 'Budejovice'}"
306,lbt_307,Giesinger Bräu Feines Pilschen,2.55,Pilsner,"Cerveza Lager alemana de estilo Pilsner sin filtrar ni pasteurizar de 5.5% ABV. De color amarillo claro y naturalmente turbia, tiene una espuma blanca compacta. Presenta aromas de lúpulos cítricos y ligeramente herbáceos. En boca es fresca, ligera y con final ligeramente amargo y seco.",https://www.labirratorium.com/21931-large_default/giesinger-feines-pilschen.jpg,Giesinger Bräu,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': '5.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n30', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
307,lbt_308,3 Fonteinen Framboos 2017,52.95,Lambic / Framboise,"Cerveza de fermentación espontánea sin filtrar ni pasteurizar elaborada con 1 Kilo de frambuesas recogidas a mano por litro de Lambic joven (de 4 meses). Posteriormente es mezclado nuevamente con más Lambic joven, para obtener una intensidad mínima de fruta del 35%. Tras su embotellado, se almacena en bodega por un periodo mínimo de cinco meses.",https://www.labirratorium.com/7952-large_default/3-fonteinen-framboos-2017.jpg,3 Fonteinen,"{'Estilo': 'FRAMBOISE\nFRUIT LAMBIC', 'Origen': 'Bélgica', '% Alc.': '5.3\nMEDIO (4-6%)', 'Otros ingredientes': 'Frambuesas', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}"
308,lbt_309,Giesinger Bräu Schankbier,2.55,Pilsner,"Lager alemana sin filtrar ni pasteurizar de estilo Pilsner elaborada con lúpulos Calypso, Hallertau Tradition y Hull Melon, que aportan delicadas notas cítricas, que combinan a la perfección con el ligero dulzor proporcionado las maltas empleadas y su final seco y sutilmente lupulado.",https://www.labirratorium.com/21995-large_default/giesinger-braeu-schankbier.jpg,Giesinger Bräu,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': '3.8\nBAJO (2.5-4%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Calypso, Hallertau Tradition y Hull Melon', 'IBU': '25\n25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
309,lbt_310,Pilsner Urquell 50cl,2.45,Pilsner,"Cerveza Pilsner Checa, la original.",https://www.labirratorium.com/22101-large_default/pilsner-urquell-50cl-.jpg,Pilsner Urquell- Plzensky Prazdroj (SABMiller),"{'Estilo': 'PILSNER ', 'Origen': 'República Checa', '% Alc.': ""4'4\nMEDIO (4-6%)"", 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
310,lbt_311,Garage Riba Pils,3.25,Pilsner,"German Pilsner de 5% ABV elaborada con lúpulos Hallertau Mittlefruh, Tettnang y Saphir y malta 100% Pilsner de Bamberg para aportar suaves notas a pan. La selección de los cásicos lúpulos alemanes brindan notas herbales, florales y un toque suave a ralladura de limón, que se complementan perfectamente con un lúpulo alemán más moderno: Saphir, un lúpulo deslumbrante que combina alguna de las clásicas y nobles carácterísticas con notas punzantes a mandarina. ",https://www.labirratorium.com/22210-large_default/garage-riba-pils.jpg,Garage Beer Co.,"{'Estilo': 'PILSNER ', 'Origen': 'Barcelona', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Hallertau Mittelfruh, Tettnang y Saphir', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
311,lbt_312,Boundary Let Bartlet Be Bartlet,4.65,Pilsner,Pils fresca y refrescante de 4.9% ABV generosamente lupulada con Tettnang.,https://www.labirratorium.com/22263-large_default/boundary-let-bartlet-be-bartlet.jpg,Boundary Bay Brewery,"{'Estilo': 'PILSNER ', 'Origen': 'Irlanda', '% Alc.': '4.9\nMEDIO (4-6%)', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Lúpulos': 'Tettnang', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
312,lbt_313,Schneider Weisse Original TAP 7,2.05,Hefeweizen,"Cerveza de trigo de color ambar/caoba. Matices de plátano maduro, clavo y nuez moscada en aroma y sabor. Llena de cuerpo y abundante espuma cremosa.",https://www.labirratorium.com/5051-large_default/schneider-weisse-original-tap-7.jpg,Schneider,"{'Estilo': 'TRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': '5.4\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo\n14', 'Color': 'Ámbar', 'Envase': 'Botella'}"
313,lbt_314,Flying Dog The Fear Imperial Pumpkin Ale,4.1,Imperial Pumpkin Ale,"Cerveza estacional de Otoño e invierno elaborada con calabazas y especias de 9% ABV. Tiene un atrevido sabor a pastel de calabaza, galletas, notas de chocolate y final seco y ligeramente lupulado.",https://www.labirratorium.com/17726-large_default/flying-dog-the-fear-imperial-pumpkin-ale.jpg,Flying Dog,"{'Estilo': 'PUMPKIN ALE', 'Origen': 'EEUU', '% Alc.': '9\nALTO (6-9%)', 'Otros ingredientes': 'Calabaza', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '25-50 Amargor medio\n45', 'Color': 'Marrón', 'Envase': 'Botella'}"
314,lbt_315,Península Hashtag,2.85,India Pale Ale,"IPA de 5.8% ABV con lúpulos Citra, Magnum, Mosaic y Simcoe. IPA con corazón de West Coast pero con notas de lúpulos muy tropicales.",https://www.labirratorium.com/12187-large_default/peninsula-hashtag.jpg,Península,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Madrid', '% Alc.': '5.8\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Finest Pale Ale, Trigo, Munich y Dextrine', 'Lúpulos': 'Citra, Magnum, Mosaic y Simcoe', 'IBU': '25-50 Amargor medio\n30', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
315,lbt_316,Ayinger Altbairisch Dunkel,2.65,Dunkel,"Cerveza de estilo Lager de color chocolate. Redonda, equilibrada y suave en el paladar, con aromas dulces de la cebada malteada recién tostada. ",https://www.labirratorium.com/3747-large_default/ayinger-altbairisch-dunkel.jpg,Ayinger,"{'Estilo': 'DUNKEL', 'Origen': 'Alemania', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella'}"
