,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
268,The Cardinal,1963,Approved,12 Dec 1963,175 min,"Drama, History, War",Otto Preminger,"Robert Dozier (screenplay), Henry Morton Robinson (novel)","Tom Tryon, Carol Lynley, Dorothy Gish, Maggie McNamara","Stephen Fermoyle has grown up in Boston at the turn of the twentieth century knowing that his destiny lies with the Catholic priesthood. Finally finishing his studies in Rome, he returns to America full of certitude and ambition to one day join the College of Cardinals. But his road to that office is a long one, paved with crises. In Boston, he must decide whether to save the life of his sister or her unborn child, conceived out of wedlock. In Austria, he confronts the question of whether to remain with the priesthood or abandon his oath so that he can be with the woman he loves. In Georgia, he contends with Rome's indifference in the face of racial bigotry. And in Austria, he finds himself personally involved in the church's dealings with the Third Reich.","English, German, Latin",USA,Nominated for 6 Oscars. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTJlZTgzNGMtYmNlNS00MzhmLTk4Y2YtZDIwYWZmZmEzZTRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.8,"2,375",tt0056907,movie,01 Jan 2009,N/A,Otto Preminger Films,N/A,True
269,Water Drops on Burning Rocks,2000,Not Rated,15 Mar 2000,82 min,"Comedy, Drama, Romance",François Ozon,"Rainer Werner Fassbinder (play), François Ozon","Bernard Giraudeau, Malik Zidi, Ludivine Sagnier, Anna Thomson","Germany in the 1970s. Whilst waiting for his girlfriend, a young student, Franz, allows himself to be picked up by 50-year old businessman, Léopold. In his apartment, Léopold provokes Franz into revealing his homosexual experiences and soon manages to seduce him. Six months later, Frantz has moved in with Léopold and they appear to live as an ordinary married couple. The strain is beginning to show, however, and after a row Frantz threatens to leave. Whilst Léopold is away, Frantz is visited by his former girlfriend, Anna, and their romance is soon rekindled. Before the two lovers can escape, Léopold returns and his charms persuade Anna to stay. Léopold's ex-lover Vera then makes an unexpected appearance and the menagerie is complete...","French, German",France,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmE0ZDZkMjMtNGUwNy00MzljLWFhMDMtNzk5YzE2ZGU1MTgxXkEyXkFqcGdeQXVyODU4MzMxNDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.8,"6,186",tt0211387,movie,09 Oct 2001,"$86,132","Studio Images 6, Euro Space Inc., Les Films Alain Sarde, Fidélité Productions",N/A,True
270,Dead Calm,1989,R,07 Apr 1989,96 min,"Horror, Thriller",Phillip Noyce,"Terry Hayes (screenplay), Charles Williams (novel)","Nicole Kidman, Sam Neill, Billy Zane, Rod Mullinar","An Australian couple take a sailing trip in the Pacific to forget about a terrible accident. While on the open sea, in dead calm, they come across a ship with one survivor who is not at all what he seems.",English,Australia,5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTAyNzk5MzYyNjBeQTJeQWpwZ15BbWU3MDIwODg0NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.8,"37,306",tt0097162,movie,01 Jan 2008,"$7,825,009","Warner Brothers, Kennedy Miller Productions",N/A,True
271,Raju Ban Gaya Gentleman,1992,N/A,13 Nov 1992,152 min,"Musical, Comedy, Romance",Aziz Mirza,"Manoj Lalwani (screenplay), Manoj Lalwani (story), Aziz Mirza (screenplay), Aziz Mirza (story), Charandas Shokh (dialogue)","Shah Rukh Khan, Juhi Chawla, Nana Patekar, Amrita Singh","Holding a degree in engineering; Raj Mathur alias Raju finds that his talent is wasted in the village so he decides to re-locate to Bombay. In Bombay he faces challenges in finding the right job until he meets and befriend the Receptionist of Chhabria Builders, Renu, who with her recommendation he manages to hold the post as Chief Engineer within that company. After this there is no turning back for Raju as he continues to climb the ladder of success. But Raju faces a draw-back when a bridge that is being built under his supervision came down crushing to death some people - this negligence not only cost Raju his job but can incarcerate him as well.",Hindi,India,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzFiYTk0ZmYtYWY3OC00MGQ1LWFjZGEtMjZmOTQyZWFjYjg2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.8,"7,257",tt0173102,movie,21 Oct 2019,N/A,N/A,N/A,True
272,The Last Man on Earth,1964,Not Rated,06 May 1964,86 min,"Drama, Horror, Sci-Fi","Ubaldo Ragona, Sidney Salkow","Richard Matheson (screenplay), William F. Leicester (screenplay), Richard Matheson (novel), Furio M. Monetti (screenplay), Ubaldo Ragona (screenplay)","Vincent Price, Franca Bettoia, Emma Danieli, Giacomo Rossi Stuart","When a plague devastated life on Earth, the population died or became a sort of zombie living in the dark. Dr. Robert Morgan is the unique healthy survivor on the planet, having a routine life for his own survival: he kills the night creatures along the day and maintains the safety of his house, to be protected along the night. He misses his beloved wife and daughter, consumed by the outbreak, and he fights against his loneliness to maintain mentally sane. When Dr. Morgan finds the contaminated Ruth Collins, he uses his blood to heal her and he becomes the last hope on Earth to help the other contaminated survivors. But the order of this new society is scary.","English, Italian","Italy, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BODA0MzRhYWMtMGUxYi00NmQyLWEyOWYtMGI4NjM3ZDE5NTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]",N/A,6.9,"17,955",tt0058700,movie,05 Mar 2013,N/A,Associated Producers,N/A,True
273,Lord Jim,1965,Not Rated,25 Feb 1965,154 min,"Adventure, Drama, Romance",Richard Brooks,"Joseph Conrad (novel), Richard Brooks (written for the screen by)","Peter O'Toole, James Mason, Curd Jürgens, Eli Wallach","James Burke, after distinguishing himself as a midshipman in the British merchant marine, rapidly rises to the rank of executive officer, second in command of a ship. A broken foot necessitates that he be put ashore to heal. After his recovery, the very proud Jim - his pride rooted in his competence, which had made him a highly respected and admired naval officer - signs on as the executive officer of the Patna, a rusty tub manned by a third-rate crew overseen by a barbarous captain, that is transporting a group of Moslem pilgrims to Mecca. During a severe storm that causes the unseaworthy ship to founder, Jim abandons ship with the rest of the white crew without even lowering the other lifeboat for the passengers. The fleeing crew are prepared to swear they saw the Patna sink with all its passengers; however, in what Jim believes is a cosmic joke upon himself, it is revealed when they get into port on their lifeboat that the Patma did not sink but had been salvaged by a French vessel. In the ensuing inquiry that he himself sought to do penance for his sins (the ultimate sin for a naval officer being to abandon ship particularly when passengers or crew are still on-board), Jim is admonished after confessing his cowardice, chastised for bringing shame upon those to whom he belongs, the British merchant marine. His chief judge asks him why he did not ""bury himself 20 feet deep"" rather than seek the inquiry and humiliate himself and all professional British sailors. Jim does succeed in ""burying himself 20 feet deep"" by becoming a drifter and common laborer in various southeast Asian ports, though he never can completely escape into anonymity. The burden of his sin follows him everywhere. Racked by guilt over abandoning his ship, the proud Jim seeks atonement, a second chance, which comes in the guise of running arms and gunpowder to a tribe of indigenous peoples oppressed by a ruthless and brutal warlord. The warlord knows that the difference between a hero and a coward is not as thick as a piece of paper. What will this mean for Jim, now committed to a heroic path for a people whom he does not even know? The man the natives soon call ""Lord Jim"" is about to face his destiny, which is relentless and inescapable.",English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BZmEzNjliNjYtN2IzNC00ZmYwLTg0ZTUtZjEyOGEyYThkYzdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.8,"3,608",tt0059399,movie,25 Feb 2014,N/A,Columbia,N/A,True
274,Moloch,1999,Not Rated,13 Oct 1999,108 min,Drama,Aleksandr Sokurov,"Yuriy Arabov, Marina Koreneva (dialogue writer)","Elena Rufanova, Eva Mattes, Leonid Mozgovoy, Peter Fitz","In 1942, in Bavaria, Eva Braun is alone, when Adolf Hitler arrives with Dr. Josef Goebbels and his wife Magda Goebbels and Martin Bormann to spend a couple of days without talking politics.",German,"Russia, Germany, Japan, Italy, France",7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5ODUzNTE1MV5BMl5BanBnXkFtZTcwNjQzNjgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",N/A,6.7,"2,248",tt0199777,movie,19 Apr 2005,N/A,"Fabrica, Goskino, Westdeutscher Rundfunk, Lenfilm Studio, Fusion Product, Arte, Zero Film GmbH",N/A,True
275,My Mom Is a Character,2013,N/A,21 Jun 2013,84 min,Comedy,André Pellenz,"Paulo Gustavo (inspired by the works of), Paulo Gustavo (screenplay), Fil Braz (screenplay), Rafael Dragaud (collaborating writer)","Paulo Gustavo, Rodrigo Pandolfo, Mariana Xavier, Alexandra Richter","Film version of the hit play, the film follows the misadventures of Dona Herminia, a middle-aged, retired mother of three whose biggest concern are her kids. Well, used to be, now that they're practically grown up, they don't exactly need their mothers often overwhelming attention, which is the cause of much confusion.",Portuguese,Brazil,3 nominations.,https://m.media-amazon.com/images/M/MV5BYWE3YWM5NDQtN2ZlZi00ZWY0LTg4M2QtMGNjMjEwNzAzY2M2XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"4,290",tt2464018,movie,N/A,N/A,N/A,N/A,True
276,The Five,1995,Unrated,16 Jan 1998,109 min,"Action, Drama, Crime",Takashi Ishii,Takashi Ishii,"Kôichi Satô, Masahiro Motoki, Jinpachi Nezu, Kippei Shîna","Five men plot to steal a large sum of money from the local yakuza, but everything does not go as planned and the men find themselves hunted down by contract killers.",Japanese,Japan,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjZlNGMxMjYtZTY0YS00Y2ZmLWFjMDgtZjA5NTA1NjcyM2RmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.8,"2,297",tt0113194,movie,09 Feb 2011,N/A,N/A,N/A,True
277,Korengal,2014,R,30 Nov 2015,84 min,"Documentary, Biography, History, News, War",Sebastian Junger,N/A,"LaMonta Caldwell, Miguel Cortez, Stephen Gillespie, Aron Hijar","Picks up where Restrepo left off. Once again we meet the men of Battle Company, 2nd Battalion, 503nd Infantry Regiment, 173rd Airborne Brigade Combat Team in 2007-8. They are deployed at one of the most dangerous places on earth - certainly the most dangerous place, at the time, for US forces: the Korengal Valley in Afghanistan. Journalist Sebastian Junger and photojournalist Tim Hetherington were embedded with the 2nd Platoon of B Company and captured their daily lives.",English,"USA, Italy, Afghanistan",1 win.,https://m.media-amazon.com/images/M/MV5BMTkxMTI4Mjk4NV5BMl5BanBnXkFtZTgwNTkzMjU2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.8,"3,712",tt3578504,movie,06 Sep 2016,"$101,310",N/A,N/A,True
278,Woman of Straw,1964,Not Rated,25 Aug 1964,122 min,"Crime, Drama, Thriller",Basil Dearden,"Catherine Arley (novel), Robert Muller (screenplay), Stanley Mann (screenplay)","Gina Lollobrigida, Sean Connery, Ralph Richardson, Alexander Knox","A ruthless tycoon, whom his nephew (Anthony ""Tony"" Richmond) hates as he had both deprived his father of half of the family business and had (after his father had committed suicide) married his mother. A nurse (Maria) from a poor Italian family, is initially hired to care for the tycoon. She initially dislikes him because he abuses his employees. Tony convinces Maria to persist in his employ, however, telling her that he plans to bequeath his entire (50 million pound) fortune to charity. He plans to help her marry him, then to help him change his will, and (perhaps) then to help her achieve her inheritance...all for a payoff of 1 million pounds.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMTYyNTU5NjcxNV5BMl5BanBnXkFtZTcwMTMwMzg4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.8,"1,989",tt0058754,movie,19 Jan 2017,N/A,United Artists,N/A,True
279,Yes Man,2008,PG-13,19 Dec 2008,104 min,"Comedy, Romance",Peyton Reed,"Nicholas Stoller (screenplay), Jarrad Paul (screenplay), Andrew Mogel (screenplay), Danny Wallace (book)","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins","Carl Allen is at a standstill. No future... Until the day he enrolls into a personal development program based on a very simple idea: say yes to everything! Carl discovers with amazement the magical power of ""Yes"", and sees his professional and romantic life turned upside down overnight: an unexpected promotion and a new girlfriend. But he'll soon discover that better can be good's enemy, and that all opportunities shouldn't be taken.","English, Korean, Estonian","USA, UK",3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.8,"339,420",tt1068680,movie,02 Nov 2010,"$97,690,976","Heyday Films, Zanuck Company",N/A,True
280,The War of the Roses,1989,R,08 Dec 1989,116 min,"Comedy, Romance",Danny DeVito,"Warren Adler (novel), Michael Leeson (screenplay)","Michael Douglas, Kathleen Turner, Danny DeVito, Marianne Sägebrecht","The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far..",English,USA,Nominated for 3 Golden Globes. Another 2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZGMxOWM5ZWQtYmYyOC00OGE2LWFhODItNzcyZmYyZDBhMjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.9,"48,859",tt0098621,movie,25 Nov 2015,"$86,888,546","Twentieth Century Fox, Gracie Films",N/A,True
281,Once Upon a Time in China III,1992,R,11 Feb 1993,109 min,"Action, Adventure, Biography, History",Hark Tsui,"Tin-suen Chan, Tan Cheung, Hark Tsui","Jet Li, Rosamund Kwan, Siu Chung Mok, Xin Xin Xiong","Wong Fei-Hung and sidekick Chung arrive in Peking just as the Empress announces a Lion Dance martial arts contest. Also accompanying him is cousin Yee, his young, Westernized aunt-by-adoption, to whom Wong is secretly betrothed. Wong faces a possible romantic rival in a Russian diplomat, Tumanovsky, whom Aunt Yee knew back in school, and a martial arts rival in the brutal Club Foot, who beats up Wong's father. Club Foot works for the slimy Leung Fun, who is determined to win the prestigious Lion Dance contest at any cost. However, by the time the spectacular Lion Dance contest occurs many things will change.","Cantonese, Russian",Hong Kong,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZmJiYTQ4NjctOGEzYy00YWQ1LTkyNDEtNWQ0NTlhZjA2MGU3XkEyXkFqcGdeQXVyNzM3NDU4Njk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.8,"6,549",tt0108592,movie,17 Jul 2001,"$3,560,604",Republic,N/A,True
282,Mr. Turner,2014,R,31 Oct 2014,150 min,"Biography, Drama, History",Mike Leigh,Mike Leigh,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey","Mr. Turner explores the last quarter century of the great if eccentric British painter J.M.W. Turner (1775-1851). Profoundly affected by the death of his father, loved by a housekeeper he takes for granted and occasionally exploits sexually, he forms a close relationship with a seaside landlady with whom he eventually lives incognito in Chelsea, where he dies. Throughout this, he travels, paints, stays with the country aristocracy, visits brothels, is a popular if anarchic member of the Royal Academy of Arts, has himself strapped to the mast of a ship so that he can paint a snowstorm, and is both celebrated and reviled by the public and by royalty.",English,"UK, France, Germany, USA",Nominated for 4 Oscars. Another 20 wins & 67 nominations.,https://m.media-amazon.com/images/M/MV5BMjUzNTg0MzM3NF5BMl5BanBnXkFtZTgwNDg3NTY5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,6.8,"24,535",tt2473794,movie,08 Nov 2016,"$3,958,500","Film 4, Focus Features International, France 3 Cinéma",N/A,True
283,The Student,2016,Unrated,21 Apr 2017,118 min,Drama,Kirill Serebrennikov,"Kirill Serebrennikov, Marius von Mayenburg (play), Marius von Mayenburg","Pyotr Skvortsov, Viktoriya Isakova, Yuliya Aug, Aleksandr Gorchilin","After Venya's mother receives a call from school reporting her son's refusal to participate in mixed swimming lessons, she first suspects her teenager of being shy and derides his claim that it is ""against his religion."" As Venya is finally exempted by the school's devout principal, he grows confident that his strict and rigorous study of the Bible gives him the ability to manipulate all forms of authority. Challenged by a teacher who refuses to consent to his dogma, he sets out to eliminate her and subdue an entire community. At a time when arguments over the teaching of religion in public schools are prominent in the media, this wildly escalating classroom drama - based on a play by German playwright Marius von Mayenburg - serves as a frightening cautionary tale.",Russian,Russia,15 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3NTM3NzgyNl5BMl5BanBnXkFtZTgwNzE1OTc1MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.8,"5,028",tt4874206,movie,10 May 2017,"$1,126",Hype Film,N/A,True
284,An Unexpected Love,2018,TV-14,02 Aug 2018,136 min,"Comedy, Romance",Juan Vera,"Daniel Cúparo, Juan Vera","Ricardo Darín, Mercedes Morán, Claudia Fontán, Luis Rubio","After the leaving of their only one son to study in the foreign, a 25-years marriage faces their split, questioning themselves about love, desire, the passing of time and what really they want in life.","Spanish, Vietnamese",Argentina,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYzg4M2YzN2QtMDhkNC00ZDA3LTk2YzItYTExMjQ0M2YyMGM1XkEyXkFqcGdeQXVyMTU2OTk4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.8,"1,732",tt8405810,movie,14 Nov 2019,N/A,"Patagonik Film Group, Boneco Films, Kenya Films, Instituto Nacional de Cine y Artes Audiovisuales (INCAA)",N/A,True
285,The Fury of a Patient Man,2016,TV-MA,15 Feb 2017,92 min,"Action, Crime, Drama, Thriller",Raúl Arévalo,"Raúl Arévalo (screenplay), David Pulido (screenplay)","Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez","José is a silent and circumspect man who spend his days in a bar with the owner Juanjo and their friends. Suffering insomnia, José interests Ana, Juanjo's sister-in-law, who works as waiter in the bar of his brother, talking by Internet with her during the night. But the tranquility ends when Curro, Juanjo's brother, is freed from the jail after eight years by a robbery to a jewelry where the salesman ended in a permanent coma and the saleslady was killed by one of the thieves. After a strong discussion between Curro and Ana, José moves Ana and her little son to his cottage to keep them away from Curro, taking advantage the situation to kidnap Curro in order to discover the identity of the rest of the band, seeking revenge for the salesman and the saleslady dead, who really were José's father and girlfriend. Forced to it if he wants see Ana and his son again, Curro and José start a travel by some towns looking for the Curro's partners in crime, knowing that if anyone stops it, Curro probably ends being another victim more of the blind fury of José...",Spanish,Spain,31 wins & 29 nominations.,https://m.media-amazon.com/images/M/MV5BN2VmY2EzNDQtNTRmNC00NGU5LWI1YjktYzY1OTI1YWY3MjhiXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"10,831",tt4771896,movie,N/A,N/A,N/A,N/A,True
286,Wicked City,1987,Not Rated,20 Aug 1993,82 min,"Animation, Action, Fantasy, Horror",Yoshiaki Kawajiri,"Hideyuki Kikuchi (novel), Yoshiaki Kawajiri (screenplay), Norio Osada (screenplay)","Yûsaku Yara, Toshiko Fujita, Ichirô Nagai, Takeshi Aono","There has been peace between the worlds of the mortals and the supernatural for centuries, but the balance is now being threatened. The Radical elements from the Supernatural world are crossing over into the mortal universe for the purpose of destroying the peace forever!","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMDNjMzZhMTktMzJlNy00ZWRmLTg1NzktNDQyZjVkNDAyODIwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.8,"6,698",tt0098692,movie,02 Feb 2018,N/A,Madhouse Productions,N/A,True
287,The Grump,2014,Not Rated,05 Sep 2014,102 min,"Comedy, Drama",Dome Karukoski,"Dome Karukoski, Tuomas Kyrö (novel), Tuomas Kyrö (screenplay), Pekko Pesonen (shooting script)","Antti Litja, Petra Frey, Mari Perankoski, Iikka Forss","The Grump is a man from the past. A man who knows that everything used to be so much better in the old days. Pretty much everything that's been done after 1953 has always managed to ruin The Grump's day. Our story unfolds as The Grump takes a fall from his basement steps, hurting his ankle. He has to spend a weekend in Helsinki to attend physiotherapy. The Grump doesn't like this for four reasons: 1) He has to take a taxi. 2) He can't take daily care of his wife, an Alzheimer's patient. 3) He can't drive, which means he might have to sit in a car with a female driver. 4) He has to spend time with his family. The daughter-in-law is a career woman, not keen to spend time with The Grump when he comes to the city. Her boss has given her the task to look after Russian businessmen supposed to close a major deal over the weekend. It doesn't make her any happier when The Grump decides to help with the deal. Then The Grump has to face his useless son to become the father he never was, teaching his son how to take care of his loved ones. A thing The Grump has never been able to do. And somebody's day will be ruined.",Finnish,"Finland, Iceland",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4OTI1MDI5NF5BMl5BanBnXkFtZTgwOTUwMTQwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.8,"2,446",tt2480454,movie,N/A,N/A,Solar Films,N/A,True
288,Sanshiro Sugata,1943,Not Rated,28 Apr 1974,79 min,"Action, Adventure, Drama",Akira Kurosawa,"Akira Kurosawa, Tsuneo Tomita (novel)","Denjirô Ôkôchi, Susumu Fujita, Yukiko Todoroki, Ryûnosuke Tsukigata","Sanshiro, a strong stubborn youth, comes to the city to apprentice at a jujitsu school. His first night, he sees Yano in action, a master of judo, a more spiritual art, and he begs to be Yano's student. As the youth learns technique, he must also learn ""satori,"" the calm acceptance of Nature's law. If he can balance strength and control, then judo may become the training regimen for the city's police, Sanshiro can gain respect from an old teacher in a jujitsu school, and he can win the hand of Sayo, that teacher's daughter, who is also sought by jujitsu's finest master, the implacable Higaki, who vows to kill Sanshiro in a midnight fight on a windswept mountainside.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzlkNzQyZmQtMDExMy00OTZkLTgxOGQtZWEzYTk4ODUwMGExXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.8,"4,492",tt0036400,movie,N/A,N/A,N/A,N/A,True
289,That Darn Cat!,1965,Approved,02 Dec 1965,116 min,"Comedy, Crime, Family, Thriller",Robert Stevenson,"Gordon Gordon (screenplay), Mildred Gordon (screenplay), Bill Walsh (screenplay), Gordon Gordon (book), Mildred Gordon (book)","Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall","A woman is kidnapped. While in captivity, she manages to send a message out with a wandering cat. The cat's owner calls the FBI. The FBI tries to follow the cat. Jealous boyfriends and nosy neighbours also get in the act.","English, French",USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"6,230",tt0059793,movie,11 Mar 2020,"$28,062,222",N/A,N/A,True
290,Thambi,2019,Not Rated,20 Dec 2019,149 min,"Action, Thriller",Jeethu Joseph,"Sameer Arora (screenplay), Nani Challagulla, Renzil D'Silva (screenplay), Jeethu Joseph (screenplay), Manikandan","Karthi, Jyotika, Sathyaraj, Showkar Janaki","Parvathy is elated when she finds out that her brother, Saravanan, who has been missing for 15 years, is in Goa. However, somebody has already hatched a plan to kill him.",Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BMmQ3MTliMjctOTJjNi00M2UxLThjYjktOGRlNTYwODNmM2ZhXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,823",tt10468636,movie,N/A,N/A,N/A,N/A,True
291,Sweetie,1989,R,28 Sep 1989,97 min,"Comedy, Drama",Jane Campion,"Gerard Lee (screenplay), Jane Campion (screenplay), Jane Campion (original story idea)","Geneviève Lemon, Karen Colston, Tom Lycos, Jon Darling","Based solely on a tea leaf reading, superstitious and introspective Kay believes she and Louis are destined to fall in love with each other, he who she is able to convince of the same despite he just having gotten engaged to her co-worker, Cheryl. That destiny may change with the fortunes of what she sees as the next symbol of their relationship, a somewhat sickly elder tree Louis plants in their garden for their one year anniversary. Their relationship is placed under a strain with the arrival of Kay's formerly institutionalized sister Dawn - nicknamed Sweetie - and Sweetie's current boyfriend, Bob, who Sweetie believes will help her get into show business. Kay's pleas to her father Gordon to help get Sweetie out of her house go largely ignored, as he has never judged Sweetie, who he still sees as his performing loving little girl. Gordon is facing his own issues as Kay and Sweetie's mother, Flo, has just left him on a trial separation, their issues largely stemming from his protecting Sweetie at all cost, Sweetie who had most recently been living with them.",English,Australia,3 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BY2M0ZGIxYzgtYmU1ZS00YzIxLWIyNTgtODU1NGVmNThkNWQyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.8,"3,403",tt0098725,movie,23 Mar 2017,"$938,065",N/A,N/A,True
