date,id,inds,acidez
12/12/2018,4356,16.87,0.36
12/12/2018,4357,12.68,0.31
12/12/2018,4358,17.91,0.47
12/12/2018,4359,14.3,0.38
12/12/2018,4360,18.43,0.35
12/12/2018,4361,12.62,0.25
12/12/2018,4362,13.27,0.29
12/12/2018,4363,14.36,0.31
12/12/2018,4364,11.3,0.37
12/12/2018,4365,12.59,0.34
12/12/2018,4366,16.17,0.34
12/12/2018,4367,17.07,0.35
12/12/2018,4368,10.14,0.3
12/12/2018,4369,9.24,0.32
12/12/2018,4370,14.59,0.32
12/12/2018,4371,13.01,0.34
12/12/2018,4372,15.77,0.32
12/12/2018,4373,13.73,0.34
12/12/2018,4374,19.74,0.33
12/12/2018,4375,12.35,0.36
12/12/2018,4376,15.99,0.34
12/12/2018,4377,14.02,0.34
12/12/2018,4378,12.07,0.31
12/12/2018,4379,14.38,0.36
12/12/2018,4380,17.43,0.3
12/12/2018,4381,15.37,0.31
12/12/2018,4382,15.37,0.31
12/12/2018,4383,14.23,0.34
12/12/2018,4384,12.64,0.33
12/12/2018,4385,17.49,0.31
12/12/2018,4386,15.09,0.53
12/12/2018,4387,15.78,0.35
12/12/2018,4388,20.02,0.33
12/12/2018,4389,20.02,0.33
12/12/2018,4390,16.79,0.33
12/12/2018,4391,17.43,0.28
12/12/2018,4392,11.84,0.3
12/12/2018,4393,16.17,0.34
12/12/2018,4394,16.13,0.32
12/12/2018,4395,14.05,0.33
12/12/2018,4396,12.95,4.61
12/12/2018,4397,17.14,0.27
12/12/2018,4398,17.92,0.33
12/12/2018,4399,13.29,0.31
12/12/2018,4400,13.21,0.28
12/12/2018,4401,15.32,0.37
12/12/2018,4402,17.31,0.33
12/12/2018,4403,15.11,0.45
12/12/2018,4404,14.65,0.32
12/12/2018,4405,13.21,0.33
12/12/2018,4406,16.83,0.28
12/12/2018,4407,18.25,0.32
12/12/2018,4408,15.03,0.39
12/12/2018,4409,15.28,0.3
12/12/2018,4410,16.87,0.32
13/12/2018,4411,17.33,0.33
13/12/2018,4412,17,0.41
13/12/2018,4413,16.81,0.33
13/12/2018,4414,15.34,0.31
13/12/2018,4415,15.43,0.33
13/12/2018,4416,16.24,0.35
13/12/2018,4417,14.19,0.46
13/12/2018,4418,14.74,0.49
13/12/2018,4419,10.92,0.29
13/12/2018,4420,15.52,0.25
13/12/2018,4421,13.78,0.27
13/12/2018,4422,15.94,5.51
13/12/2018,4423,18.52,0.45
13/12/2018,4424,16.31,0.33
13/12/2018,4425,16.31,0.25
13/12/2018,4426,20.28,0.33
13/12/2018,4427,18.14,0.21
13/12/2018,4428,18.07,0.23
13/12/2018,4429,10.17,0.26
13/12/2018,4430,11.14,0.34
13/12/2018,4431,13.68,0.41
13/12/2018,4432,13.12,0.26
13/12/2018,4433,17.23,0.4
13/12/2018,4434,17.63,0.4
13/12/2018,4435,13.42,0.26
13/12/2018,4436,13.42,0.26
13/12/2018,4437,13.42,0.26
13/12/2018,4438,14.97,0.37
13/12/2018,4439,18.78,0.36
13/12/2018,4440,16.02,0.39
13/12/2018,4441,15.2,0.29
13/12/2018,4442,16.29,0.4
13/12/2018,4443,15.12,0.45
13/12/2018,4444,13.91,0.41
13/12/2018,4445,18.59,0.32
13/12/2018,4446,14.02,0.31
13/12/2018,4447,14.07,0.37
13/12/2018,4448,17.92,0.35
13/12/2018,4449,10.99,0.36
13/12/2018,4450,12.82,0.34
13/12/2018,4451,14.31,0.29
13/12/2018,4452,11.28,0.3
13/12/2018,4453,16.02,0.31
13/12/2018,4454,21.19,0.35
13/12/2018,4455,13.56,0.33
13/12/2018,4456,9.27,0.37
13/12/2018,4457,12.4,0.31
13/12/2018,4458,16.21,0.31
13/12/2018,4459,18.4,0.25
13/12/2018,4460,18.48,0.33
13/12/2018,4462,13.73,0.54
13/12/2018,4463,13.22,0.48
13/12/2018,4464,17.83,0.34
13/12/2018,4465,15,0.35
13/12/2018,4466,20.14,0.26
13/12/2018,4467,16.57,0.27
13/12/2018,4468,15.6,0.42
13/12/2018,4469,17.71,0.35
13/12/2018,4470,15.61,0.3
13/12/2018,4471,18.74,0.31
13/12/2018,4472,14.92,0.37
13/12/2018,4473,8.62,0.47
13/12/2018,4474,14.82,0.34
13/12/2018,4475,18.91,0.4
13/12/2018,4476,13.3,0.34
13/12/2018,4477,13.02,6.18
13/12/2018,4478,13.87,0.3
13/12/2018,4479,17.37,0.34
13/12/2018,4480,15.88,0.37
13/12/2018,4481,15.73,0.3
13/12/2018,4482,15.5,0.31
13/12/2018,4483,10.9,0.3
13/12/2018,4484,16.4,0.37
13/12/2018,4485,15.16,0.29
13/12/2018,4486,10.43,0.32
13/12/2018,4487,12.75,0.39
13/12/2018,4488,16.05,0.45
13/12/2018,4489,14.12,4.75
13/12/2018,4490,13.84,0.34
13/12/2018,4491,16.55,0.28
13/12/2018,4492,14.34,0.43
13/12/2018,4493,12.47,0.42
13/12/2018,4494,14.53,0.45
13/12/2018,4495,13.58,0.29
13/12/2018,4496,18.62,0.28
13/12/2018,4497,16.64,0.34
13/12/2018,4498,16.98,0.25
13/12/2018,4499,16.02,0.45
13/12/2018,4500,16.11,0.35
13/12/2018,4501,14.89,0.49
13/12/2018,4502,16.61,0.29
13/12/2018,4503,15.53,0.35
13/12/2018,4504,16.15,0.35
13/12/2018,4505,13.79,0.29
13/12/2018,4506,16.2,0.3
13/12/2018,4507,16.2,0.3
13/12/2018,4508,15.64,0.37
13/12/2018,4509,15.93,0.35
13/12/2018,4510,16.17,0.42
13/12/2018,4511,13.73,0.37
13/12/2018,4512,16.35,0.35
13/12/2018,4513,14.03,0.37
13/12/2018,4514,16.92,0.37
13/12/2018,4515,14.74,0.33
13/12/2018,4516,15.94,0.34
13/12/2018,4517,14.61,0.3
13/12/2018,4518,15,0.33
13/12/2018,4519,11.56,0.32
13/12/2018,4520,20.33,0.31
13/12/2018,4521,13.42,0.39
13/12/2018,4522,15.54,0.38
13/12/2018,4523,12.85,0.29
13/12/2018,4524,15.73,0.35
13/12/2018,4525,15.17,0.47
13/12/2018,4526,15.11,0.39
13/12/2018,4527,17.32,0.4
13/12/2018,4528,14.21,0.36
13/12/2018,4529,14.21,0.29
13/12/2018,4530,13.7,0.3
13/12/2018,4531,16.49,0.29
13/12/2018,4532,13.09,0.29
13/12/2018,4533,13.99,0.44
13/12/2018,4534,16.78,2.12
13/12/2018,4535,14.39,0.5
13/12/2018,4536,11.87,0.24
13/12/2018,4537,15.54,0.34
13/12/2018,4538,15.31,0.23
13/12/2018,4539,16.91,0.34
13/12/2018,4540,17.01,0.2
13/12/2018,4541,16.75,0.44
13/12/2018,4542,13.59,0.47
13/12/2018,4543,21.29,0.41
13/12/2018,4544,16.87,0.31
13/12/2018,4545,20.7,0.41
13/12/2018,4546,14.91,0.33
13/12/2018,4547,13.66,0.27
13/12/2018,4548,19.66,0.41
13/12/2018,4549,16.7,0.4
13/12/2018,4550,13.8,0.4
13/12/2018,4551,12.94,0.28
13/12/2018,4552,15.46,0.46
13/12/2018,4553,15.99,0.34
13/12/2018,4554,13.35,0.24
13/12/2018,4555,12.34,0.46
13/12/2018,4556,14.43,0.3
13/12/2018,4557,14.87,0.34
13/12/2018,4558,15.87,0.32
13/12/2018,4559,17.75,0.42
13/12/2018,4560,15.11,0.35
13/12/2018,4561,14.28,0.58
13/12/2018,4562,11.9,3.21
13/12/2018,4563,15.18,0.34
13/12/2018,4564,10.36,0.29
13/12/2018,4565,16.63,0.3
13/12/2018,4566,13.93,0.32
13/12/2018,4567,13.12,0.33
13/12/2018,4568,14.56,0.47
13/12/2018,4569,21.84,0.34
13/12/2018,4570,16.12,0.38
13/12/2018,4571,15.11,0.33
13/12/2018,4572,14.62,0.38
13/12/2018,4573,19.32,0.45
13/12/2018,4574,13.62,0.45
13/12/2018,4575,15.31,0.46
13/12/2018,4576,18.32,0.38
13/12/2018,4577,13.76,3.07
13/12/2018,4578,13.02,0.34
13/12/2018,4579,14.27,0.48
13/12/2018,4580,13.19,0.33
13/12/2018,4581,16.93,2.2
13/12/2018,4582,13.94,0.36
13/12/2018,4583,17.29,0.34
13/12/2018,4584,11.21,0.3
13/12/2018,4586,17.57,0.38
13/12/2018,4587,15.83,0.32
13/12/2018,4588,13.9,0.34
13/12/2018,4590,11.27,0.33
13/12/2018,4591,16.1,0.36
13/12/2018,4592,10.47,0.32
13/12/2018,4593,20.3,0.28
13/12/2018,4594,14.87,0.3
13/12/2018,4595,14.83,0.37
13/12/2018,4596,17.08,0.37
13/12/2018,4597,12.02,0.29
13/12/2018,4598,10.1,0.29
13/12/2018,4599,18.07,0.37
13/12/2018,4600,18.52,5.81
13/12/2018,4601,16.46,0.37
13/12/2018,4602,15.11,0.34
13/12/2018,4603,14.95,0.42
13/12/2018,4604,17.75,0.35
13/12/2018,4605,14.64,0.32
13/12/2018,4606,17.46,0.35
13/12/2018,4607,16.25,0.42
13/12/2018,4608,14.55,4.05
13/12/2018,4609,16.55,0.34
13/12/2018,4610,13.19,0.33
13/12/2018,4611,14.96,0.36
13/12/2018,4612,17,0.33
13/12/2018,4613,18.89,0.32
13/12/2018,4614,16.71,0.31
13/12/2018,4615,17.33,0.29
13/12/2018,4616,15.32,0.34
13/12/2018,4617,13.98,0.41
13/12/2018,4618,13.33,0.33
13/12/2018,4619,14.22,0.31
13/12/2018,4620,17.69,7.13
13/12/2018,4621,11,0.29
13/12/2018,4622,17.94,0.48
13/12/2018,4623,11.76,0.36
13/12/2018,4624,16.55,0.38
13/12/2018,4625,10.78,0.29
13/12/2018,4626,14.86,0.37
13/12/2018,4627,12.04,0.35
13/12/2018,4628,14.83,0.34
13/12/2018,4629,20.15,0.33
13/12/2018,4630,12.17,0.34
13/12/2018,4631,16,0.33
13/12/2018,4632,14.44,0.33
13/12/2018,4633,11.2,0.31
13/12/2018,4634,15.51,0.32
13/12/2018,4635,13.09,0.32
13/12/2018,4636,19.55,0.45
13/12/2018,4637,13.58,0.39
13/12/2018,4638,16.28,0.3
13/12/2018,4639,15.29,0.29
13/12/2018,4640,14.75,0.29
13/12/2018,4641,13.83,0.32
13/12/2018,4642,15.31,0.38
13/12/2018,4643,14.55,0.31
13/12/2018,4644,8.74,0.29
13/12/2018,4645,18.18,0.28
13/12/2018,4646,14.55,0.29
13/12/2018,4647,17.29,0.38
13/12/2018,4648,14.05,3.58
13/12/2018,4649,15.44,0.41
13/12/2018,4650,12.92,0.3
13/12/2018,4651,14.52,0.32
13/12/2018,4652,15.62,0.29
13/12/2018,4653,15.46,4.76
13/12/2018,4654,17.24,0.35
13/12/2018,4655,16.89,0.31
13/12/2018,4656,17.41,0.37
13/12/2018,4657,15.25,0.34
13/12/2018,4658,19.03,0.34
13/12/2018,4659,16.5,0.29
13/12/2018,4660,15.19,0.32
13/12/2018,4661,15.36,0.33
13/12/2018,4662,16.11,0.41
13/12/2018,4663,16.86,0.29
13/12/2018,4664,15.59,0.47
13/12/2018,4665,13.59,0.38
13/12/2018,4666,12.77,0.35
13/12/2018,4667,12.16,0.34
13/12/2018,4668,14.53,0.45
14/12/2018,4669,14.04,0.3
14/12/2018,4670,12.28,0.3
14/12/2018,4671,11.83,0.31
14/12/2018,4672,12.46,0.34
14/12/2018,4673,11.72,0.29
14/12/2018,4674,17.96,0.4
14/12/2018,4675,18.18,0.34
14/12/2018,4676,11.57,0.28
14/12/2018,4677,14.05,0.29
14/12/2018,4678,16.29,0.35
14/12/2018,4679,15.75,0.35
14/12/2018,4680,14.08,0.38
14/12/2018,4681,12.7,0.3
14/12/2018,4682,14.38,0.37
14/12/2018,4683,12.68,2.86
14/12/2018,4684,14.87,0.35
14/12/2018,4685,16.13,0.32
14/12/2018,4686,16.62,0.34
14/12/2018,4687,19.13,0.61
14/12/2018,4688,14.36,0.37
14/12/2018,4689,17.2,0.33
14/12/2018,4690,17.13,0.38
14/12/2018,4691,11.42,0.34
14/12/2018,4692,13.38,0.37
14/12/2018,4693,11.77,0.3
14/12/2018,4694,13.14,0.31
14/12/2018,4695,15.37,0.3
14/12/2018,4696,13.44,0.37
14/12/2018,4697,13.44,0.37
14/12/2018,4698,18.5,0.4
14/12/2018,4699,16.27,0.34
14/12/2018,4700,12.1,0.29
14/12/2018,4701,10.4,0.38
14/12/2018,4702,17.28,0.36
14/12/2018,4703,11.41,0.4
14/12/2018,4704,13.03,0.41
14/12/2018,4705,14.71,0.3
14/12/2018,4706,11.73,0.38
14/12/2018,4707,15.15,0.34
14/12/2018,4708,14.02,0.43
14/12/2018,4709,11.99,0.84
14/12/2018,4710,14.39,0.33
14/12/2018,4711,14.58,0.38
14/12/2018,4712,17.15,0.32
14/12/2018,4713,13.66,0.27
14/12/2018,4714,15.9,0.4
14/12/2018,4715,14.57,0.34
14/12/2018,4716,16.86,0.39
14/12/2018,4717,15.44,0.4
14/12/2018,4718,11.58,0.36
14/12/2018,4719,14.83,0.36
14/12/2018,4720,15.75,0.33
14/12/2018,4721,16.63,0.35
14/12/2018,4722,14.66,0.35
14/12/2018,4723,16.91,0.29
14/12/2018,4724,16.74,0.42
14/12/2018,4725,15.53,0.39
14/12/2018,4726,16.27,0.37
14/12/2018,4727,14.96,0.33
14/12/2018,4728,12.76,0.29
14/12/2018,4729,11.95,0.29
14/12/2018,4730,12.93,0.36
14/12/2018,4731,14.96,0.34
14/12/2018,4732,13.47,0.37
14/12/2018,4733,16.39,0.37
14/12/2018,4734,11.51,0.39
14/12/2018,4735,12.61,0.33
14/12/2018,4736,16.77,0.31
14/12/2018,4737,12.92,0.4
14/12/2018,4738,16.96,0.4
14/12/2018,4739,15.19,0.35
14/12/2018,4740,13.42,0.4
14/12/2018,4741,14.96,0.32
14/12/2018,4742,16.04,0.33
14/12/2018,4743,13.53,0.39
14/12/2018,4744,14.83,0.38
14/12/2018,4745,12.23,0.3
14/12/2018,4746,12.14,0.29
14/12/2018,4747,13.64,0.3
14/12/2018,4748,12.63,0.31
14/12/2018,4749,11.28,0.4
14/12/2018,4750,13.76,0.43
14/12/2018,4751,9.54,0.31
14/12/2018,4752,14.32,4.54
14/12/2018,4753,11.93,0.35
14/12/2018,4754,18.49,0.38
14/12/2018,4755,11.56,5.25
14/12/2018,4756,17.6,0.28
14/12/2018,4757,13.57,0.33
14/12/2018,4758,14.49,0.31
14/12/2018,4759,16.77,0.33
14/12/2018,4760,14.52,0.34
14/12/2018,4761,17.2,0.33
14/12/2018,4762,9.52,0.31
14/12/2018,4763,17.24,3.59
14/12/2018,4764,17.99,0.36
14/12/2018,4765,17.09,0.39
14/12/2018,4766,16.94,0.35
14/12/2018,4767,11.48,0.3
14/12/2018,4768,15.42,0.34
14/12/2018,4769,16.1,0.31
14/12/2018,4770,13.64,0.35
14/12/2018,4771,15.14,0.36
14/12/2018,4772,17.82,0.55
14/12/2018,4773,15.25,0.31
14/12/2018,4774,14.5,0.46
14/12/2018,4775,16.79,0.3
14/12/2018,4776,17.6,0.32
14/12/2018,4777,14.96,0.35
14/12/2018,4778,11.98,0.3
14/12/2018,4779,14.13,0.35
14/12/2018,4780,18.74,0.29
14/12/2018,4781,10.12,0.36
14/12/2018,4782,11.97,0.3
14/12/2018,4783,10.94,4
14/12/2018,4784,12.6,0.38
14/12/2018,4785,15.87,0.49
14/12/2018,4786,14.09,0.32
14/12/2018,4787,12.9,0.3
14/12/2018,4788,12.81,0.36
14/12/2018,4789,13.44,0.27
14/12/2018,4790,14.32,0.36
14/12/2018,4791,14.85,0.35
14/12/2018,4792,19.1,0.36
14/12/2018,4793,17.12,0.33
14/12/2018,4794,14.36,0.34
14/12/2018,4795,12.96,0.31
14/12/2018,4796,12.63,0.31
14/12/2018,4797,15.17,0.44
14/12/2018,4798,17.21,0.36
14/12/2018,4799,17.6,0.33
14/12/2018,4800,17.21,0.39
14/12/2018,4801,14.25,0.45
14/12/2018,4802,11,0.29
14/12/2018,4803,12.13,0.51
14/12/2018,4804,13.16,0.3
14/12/2018,4805,15.26,0.36
14/12/2018,4806,11.75,0.39
14/12/2018,4807,11.32,0.25
14/12/2018,4808,14.82,0.31
14/12/2018,4809,13.54,0.71
14/12/2018,4810,11.49,0.38
14/12/2018,4811,13,0.2
14/12/2018,4812,15.61,0.2
14/12/2018,4813,15.61,0.2
14/12/2018,4814,15.31,0.67
14/12/2018,4815,18.83,0.36
14/12/2018,4816,13.06,0.32
14/12/2018,4817,16.26,0.25
14/12/2018,4818,13.5,6.01
14/12/2018,4819,15.89,0.41
14/12/2018,4820,14.63,0.37
14/12/2018,4821,15.07,0.38
14/12/2018,4822,15.97,0.26
14/12/2018,4823,17.07,0.23
14/12/2018,4824,19.77,9.9
14/12/2018,4825,15.89,0.31
14/12/2018,4826,17.63,0.32
14/12/2018,4827,19.29,0.31
14/12/2018,4828,14.95,0.29
14/12/2018,4829,18.81,0.24
14/12/2018,4830,16.06,0.34
14/12/2018,4831,16.38,3.56
14/12/2018,4832,11.94,0.38
14/12/2018,4833,13.85,0.34
14/12/2018,4834,17.88,0.29
14/12/2018,4835,20.43,0.48
14/12/2018,4836,14.89,0.19
14/12/2018,4837,16.78,0.29
14/12/2018,4838,13.77,0.27
14/12/2018,4839,17.57,0.36
14/12/2018,4840,15.46,0.35
14/12/2018,4841,14.11,0.31
14/12/2018,4842,16.7,0.35
14/12/2018,4843,13.9,0.44
14/12/2018,4844,14.78,0.38
14/12/2018,4845,13.22,0.44
14/12/2018,4846,14.36,0.38
14/12/2018,4847,15.71,0.3
14/12/2018,4848,15.04,0.32
14/12/2018,4849,14.46,0.31
14/12/2018,4850,13.73,7.95
14/12/2018,4851,16.91,0.31
14/12/2018,4852,12.51,0.33
14/12/2018,4853,12.44,0.31
14/12/2018,4854,17.29,0.45
14/12/2018,4855,14.97,0.37
14/12/2018,4856,9.41,0.29
14/12/2018,4857,14.45,0.36
14/12/2018,4858,13.3,0.31
14/12/2018,4859,13.22,0.35
14/12/2018,4861,13.1,0.37
14/12/2018,4863,15.88,0.3
14/12/2018,4864,16.45,0.4
14/12/2018,4865,14.67,0.31
14/12/2018,4866,16.35,0.33
14/12/2018,4867,15.43,4.07
14/12/2018,4868,12.84,0.34
14/12/2018,4869,14.41,0.34
14/12/2018,4870,17.5,0.35
14/12/2018,4871,14.79,0.29
14/12/2018,4872,15.41,0.32
14/12/2018,4873,14.75,0.27
14/12/2018,4874,15.83,0.41
14/12/2018,4875,13.92,0.31
14/12/2018,4876,13.96,0.31
14/12/2018,4877,14.86,0.32
14/12/2018,4878,12.34,0.36
14/12/2018,4879,15.18,0.32
14/12/2018,4880,16.05,0.35
14/12/2018,4881,18.87,0.35
14/12/2018,4882,15.05,0.35
14/12/2018,4883,17.56,0.34
14/12/2018,4884,20.43,0.29
14/12/2018,4885,17.32,0.34
14/12/2018,4886,22.33,2.47
14/12/2018,4887,16.96,0.32
14/12/2018,4888,12.37,0.3
14/12/2018,4889,16.02,0.28
14/12/2018,4890,10.67,0.34
14/12/2018,4891,12.16,0.3
14/12/2018,4892,15.11,0.33
14/12/2018,4893,15.23,0.36
14/12/2018,4894,12.69,0.34
14/12/2018,4895,12.83,0.32
14/12/2018,4896,17.85,0.35
14/12/2018,4897,15.71,4.52
14/12/2018,4898,15.02,0.32
14/12/2018,4899,11.19,0.34
14/12/2018,4900,12.71,0.3
14/12/2018,4901,15.94,0.28
14/12/2018,4902,17.64,0.3
14/12/2018,4903,16.73,4.29
14/12/2018,4904,15.15,0.32
14/12/2018,4905,14.39,0.3
14/12/2018,4906,20.77,0.29
14/12/2018,4907,18.82,0.34
14/12/2018,4908,17.4,0.34
14/12/2018,4909,20.36,0.29
14/12/2018,4910,18.36,0.32
14/12/2018,4911,13.48,0.33
14/12/2018,4912,16.44,0.35
15/12/2018,4913,16.89,0.41
15/12/2018,4914,14.27,0.32
15/12/2018,4915,9.62,0.37
15/12/2018,4916,15.84,0.3
15/12/2018,4917,16.04,0.37
15/12/2018,4918,8.58,0.31
15/12/2018,4919,11.68,0.36
15/12/2018,4920,13.09,3.35
15/12/2018,4921,13.96,0.33
15/12/2018,4922,10.39,0.33
15/12/2018,4923,18.33,0.34
15/12/2018,4924,13.46,0.37
15/12/2018,4925,13.69,0.34
15/12/2018,4926,14.77,0.29
15/12/2018,4927,19.68,0.38
15/12/2018,4928,16.66,0.35
15/12/2018,4929,18.05,0.42
15/12/2018,4930,14.55,0.29
15/12/2018,4931,15.46,0.32
15/12/2018,4932,12.15,0.37
15/12/2018,4933,12.89,0.34
15/12/2018,4934,11.73,0.36
15/12/2018,4935,18.2,0.35
15/12/2018,4936,12.7,0.29
15/12/2018,4937,14.86,0.37
15/12/2018,4938,14.6,0.32
15/12/2018,4939,16.62,0.28
15/12/2018,4940,11.49,0.31
15/12/2018,4941,15.71,0.32
15/12/2018,4942,13.13,0.31
15/12/2018,4943,17.38,0.29
15/12/2018,4944,12.95,0.3
15/12/2018,4945,14.13,0.29
15/12/2018,4946,11.28,0.39
15/12/2018,4947,12.4,0.29
15/12/2018,4948,17.43,0.36
15/12/2018,4949,12.92,0.32
15/12/2018,4950,14.28,0.26
15/12/2018,4951,19.02,0.34
15/12/2018,4952,13.32,0.35
15/12/2018,4953,15.8,0.34
15/12/2018,4954,14.16,0.29
15/12/2018,4955,10.24,0.3
15/12/2018,4956,15.21,0.43
15/12/2018,4957,14.76,0.36
15/12/2018,4958,15.8,0.33
15/12/2018,4959,13.69,0.41
15/12/2018,4960,12.26,0.35
15/12/2018,4961,12.98,0.31
15/12/2018,4962,12.98,0.31
15/12/2018,4963,17.02,0.54
15/12/2018,4964,15.83,0.37
15/12/2018,4965,11.28,0.3
15/12/2018,4966,12.07,0.31
15/12/2018,4967,17.15,0.33
15/12/2018,4968,14.24,0.31
15/12/2018,4969,17.35,0.32
15/12/2018,4970,14.15,0.45
15/12/2018,4971,17.62,0.34
15/12/2018,4972,20.5,0.26
15/12/2018,4973,12.75,0.28
15/12/2018,4974,14.25,0.32
15/12/2018,4975,15.61,0.37
15/12/2018,4976,14.7,0.34
15/12/2018,4977,13.81,0.38
15/12/2018,4978,15.14,0.34
15/12/2018,4979,17.88,0.25
15/12/2018,4980,14.33,0.35
15/12/2018,4981,15.23,0.53
15/12/2018,4982,16.01,0.35
15/12/2018,4983,14.97,0.37
15/12/2018,4984,15.13,0.36
15/12/2018,4985,15.88,0.38
15/12/2018,4986,15.61,0.33
15/12/2018,4987,14.95,0.29
15/12/2018,4988,15.05,0.36
15/12/2018,4989,10.68,0.35
15/12/2018,4990,14.38,0.31
15/12/2018,4991,14.7,0.58
15/12/2018,4992,13.42,0.31
15/12/2018,4993,12.24,0.35
15/12/2018,4994,15.23,0.52
15/12/2018,4995,16.19,0.45
15/12/2018,4996,19.11,0.31
15/12/2018,4997,16.56,0.34
15/12/2018,4998,12.73,0.31
15/12/2018,4999,17.36,0.38
15/12/2018,5000,14.46,0.3
15/12/2018,5001,18.72,0.36
15/12/2018,5002,16.75,0.27
15/12/2018,5003,15.07,0.4
15/12/2018,5004,11.74,1.48
15/12/2018,5005,14.59,0.38
15/12/2018,5006,13.8,0.37
15/12/2018,5007,18.47,0.38
15/12/2018,5008,15.57,0.36
15/12/2018,5009,23.34,12.02
15/12/2018,5010,11.27,0.3
15/12/2018,5011,13.74,0.31
15/12/2018,5012,17.09,0.35
15/12/2018,5013,15.48,0.42
15/12/2018,5014,15.25,0.39
15/12/2018,5015,17.1,0.34
15/12/2018,5016,14.68,0.42
15/12/2018,5017,13.8,0.37
15/12/2018,5018,12.05,0.32
15/12/2018,5019,15.99,0.34
15/12/2018,5020,18.07,0.33
15/12/2018,5021,14.22,0.31
15/12/2018,5022,15.6,0.36
15/12/2018,5023,12.46,0.29
15/12/2018,5024,12.53,0.29
15/12/2018,5025,17.04,0.34
15/12/2018,5026,16.91,0.3
15/12/2018,5027,9.67,0.38
15/12/2018,5028,16.34,0.37
15/12/2018,5029,11.51,0.35
15/12/2018,5030,15,0.34
15/12/2018,5031,13.07,0.32
15/12/2018,5032,16.1,0.34
15/12/2018,5033,17.16,0.43
15/12/2018,5034,16.21,0.29
15/12/2018,5035,12.99,0.35
15/12/2018,5036,12.15,0.3
15/12/2018,5037,14.33,0.3
15/12/2018,5038,13.11,0.36
15/12/2018,5039,16.03,0.38
15/12/2018,5040,12.19,0.29
15/12/2018,5041,14.28,0.5
15/12/2018,5042,11.16,0.56
15/12/2018,5043,18.38,0.37
15/12/2018,5044,17.38,0.48
15/12/2018,5045,15.58,0.39
15/12/2018,5046,12.58,0.33
15/12/2018,5047,15.69,0.35
15/12/2018,5048,15.04,0.3
15/12/2018,5049,15.1,0.34
15/12/2018,5050,21.47,4.71
15/12/2018,5051,13.87,0.34
15/12/2018,5052,15.61,0.43
15/12/2018,5053,17.16,0.35
15/12/2018,5054,17.89,0.39
15/12/2018,5055,16.41,0.34
15/12/2018,5056,12.21,0.4
15/12/2018,5057,14.54,0.33
15/12/2018,5058,11.13,0.29
15/12/2018,5059,12.71,0.35
15/12/2018,5060,12.71,0.35
15/12/2018,5061,15.14,0.35
15/12/2018,5062,20.42,0.35
15/12/2018,5063,16.13,0.26
15/12/2018,5064,15.18,0.31
15/12/2018,5065,12.86,0.3
15/12/2018,5066,12.64,0.39
15/12/2018,5067,15.26,0.37
15/12/2018,5068,13.18,0.35
15/12/2018,5069,15.17,0.4
15/12/2018,5070,13.56,0.74
15/12/2018,5071,16.17,0.28
15/12/2018,5072,12.43,0.26
15/12/2018,5073,14.96,4.71
15/12/2018,5074,11.07,0.35
15/12/2018,5075,16.48,0.49
15/12/2018,5076,13.7,0.45
15/12/2018,5077,12.89,0.32
15/12/2018,5078,15.62,0.45
15/12/2018,5079,14.7,0.39
15/12/2018,5080,17.29,0.51
15/12/2018,5081,14.71,0.35
15/12/2018,5082,12.23,0.56
15/12/2018,5083,14.21,0.3
15/12/2018,5084,14.16,0.43
15/12/2018,5085,15.47,0.94
15/12/2018,5086,13.44,0.41
15/12/2018,5087,19.56,7.94
15/12/2018,5088,12.34,0.53
15/12/2018,5089,16.7,0.36
15/12/2018,5090,14.89,0.39
15/12/2018,5091,13.96,0.43
15/12/2018,5092,13.37,0.39
15/12/2018,5093,14.89,0.4
15/12/2018,5094,12.47,0.34
15/12/2018,5095,13.48,0.44
15/12/2018,5096,12.44,0.36
15/12/2018,5097,18.15,0.49
15/12/2018,5098,13.55,0.5
15/12/2018,5099,16.18,0.28
15/12/2018,5100,13.94,0.35
15/12/2018,5101,13.13,0.27
15/12/2018,5102,15.42,0.42
15/12/2018,5103,13.07,0.52
15/12/2018,5104,13.14,0.32
15/12/2018,5105,12.79,0.4
15/12/2018,5106,13.31,0.52
15/12/2018,5107,16.07,0.31
15/12/2018,5108,13.67,0.5
15/12/2018,5109,13.67,0.5
15/12/2018,5110,13.07,0.29
15/12/2018,5111,14.53,0.42
15/12/2018,5112,11.28,0.39
15/12/2018,5113,8.95,0.73
15/12/2018,5114,18,0.4
15/12/2018,5115,14.6,0.52
15/12/2018,5116,16.45,0.26
15/12/2018,5117,14.8,0.39
15/12/2018,5118,11.74,4.07
15/12/2018,5119,15.99,0.27
15/12/2018,5120,11.38,0.33
15/12/2018,5121,12.51,0.4
15/12/2018,5122,16.05,0.44
15/12/2018,5123,14.13,4.12
15/12/2018,5124,19.2,0.47
15/12/2018,5125,12.9,0.3
15/12/2018,5127,16.14,5.05
15/12/2018,5128,10.04,0.37
15/12/2018,5129,13.72,0.31
15/12/2018,5130,18.55,0.69
15/12/2018,5131,12.9,0.48
15/12/2018,5132,15.27,0.65
15/12/2018,5133,9.51,0.51
15/12/2018,5134,16.95,0.25
15/12/2018,5135,11.8,0.36
15/12/2018,5136,13.68,0.21
15/12/2018,5137,12.42,0.8
15/12/2018,5138,16.95,0.25
15/12/2018,5139,16.08,0.5
